cohort,condition_id,trades,sum_edge
C,0x68f69b5563c4adb083c573c0876bb13f605fc9dfc2e6cfe5b1fa72f6b907cdf1,1,0.090185
D/F,0x0061b1d4b49c44a05365d60389167968baf42f2b1ab99c3d8b80a8554980d9e8,12,2.360000
D/F,0xa067a8e00662724e702bb667eb1b48ba812b477d3ec711f4af794ca4db89443b,1,0.079208
S/A/B,0xad5533fc1a714531d1a224888ad024953ff66ed34acd1831ddae16d6b95361b3,3,0.140015
S/A/B,0x972ccf977b07c4dfa53eab0aa0277371d42a8c4ebd02c22363d563304a3ffc84,2,0.170000
S/A/B,0x9688274eb0cab78b1fc375df5f34eb0aaf214288b79acc4e8c4906e8a1d2703b,1,0.080000
S/A/B,0x0433270392a859cde0485f2c1925403e439420b237c491c33c9405cd31a61553,3,0.330000
no grade,0xf2e208cbf8f1b512ab840b4a76811b97a7b6dbb54781b668cfb5fda91923ea07,2,-0.029754
no grade,0x3150ba668d15e1c248c71bcff71c67f1adf87063db7047f27f15ebbc9a1a6a0d,3,1.160000
C,0xbaf4b42efa22e7a782a3c57621e8483e2bb61155f3de647edca1f7272ab2a937,3,0.970000
C,0x01be55092df11921718a3c7b28b5a129ef0fe4956cc92718cdf66735fb68644c,2,0.000000
C,0xbeaebbf4220e5e6c4ac194606bda5c3b1807b51875a4f967a165c1ec0c3b14f3,1,0.550000
S/A/B,0x393d4f3f33dc1cf2e5afbfb117fbc022f05c7df29a47f4730426ecb884debd14,9,2.213673
S/A/B,0x04fe95ce83c8fbb73697063c6339a2a1b65d27a5d8b495898a84d5ba67627aed,2,0.094068
C,0x964314cfa3bbe2b74e99f1973135a7678ba86ad048116b1a9846a9fa8cde646f,27,2.258154
S/A/B,0x556b2042ebc85221bb402de322a8724f149b8c95b520831bade2316565e3ca84,5,-0.440000
D/F,0x80a49b6ccc7c99628ff5b958bb066366ff7c58ce575e939d42025e636b45f7c4,1,-0.420000
C,0x04036c29bf56cee6ee913f7696dc2c0569442c734000864593eca47c08af8647,2,0.000609
S/A/B,0xfec51420e12384ab73ffd47e90b46b3c64e746d5f4d8627d566020b7a952e5cc,2,0.210000
S/A/B,0x9e969fca199aff79ff14ec4f605204772230d640d87e4fae70b0d33eb2964294,1,0.090124
C,0x31b424b1c28368de1b23c47089356793739ba9731cf48db29cc7411828326b8b,3,-0.660000
S/A/B,0xad979e61f088c7145aee00e18135312290aa4220b68db7bf2a6b14090d6115f1,25,1.262186
D/F,0xd13816c7483158da79fdc1b08c7f05a490308da8ecb15f09792ad2499559127e,2,-1.328543
D/F,0x607c81735eeb615761a452afc175cf98f9af5ec4d865c6563e301a8f15a319d0,1,0.130000
no grade,0xdf9b5fe5a7cac5e2c26cd36a08bb1456d61ba7e00c96868e57d38b5775c78ae9,6,-1.510000
no grade,0x73b3d2eee243a7f5438e12b72e2f33da013b0f3963302ee62bbc9198df121515,2,-0.000296
C,0x6277e617df23024174c6f9bc00693e488f5c60a4f56283c5e8e397b2dc09385e,1,0.080000
C,0xc23d5f05fe809cd7a9eb0357b31d1b269bcc2e1a63deda49f4dbec59409e0c64,1,0.284549
C,0x5bdcf0fd010eba1a55a0f3de9be6612fc72038279a734e994ce2e34664a3cfe4,51,6.125417
C,0x66df82929b8f0062f8f9e82258f8d36c65c848924ba64dffad13afa920766166,1,0.080000
S/A/B,0xf167edc7b32270b208715875f6c2721d02a739d8861f35e2a2a1ad60badf2a23,1,-0.510000
D/F,0x825bc4151fd9c139c4f0400c1a6f5d60cf67b2d04f12d69fd9fb5de67b13e4bc,42,0.240462
D/F,0xf2e67ed267667a39638aca4f6904060ff437790ddb41ad1338c82665ef99f11f,1,0.688629
no grade,0xe3ef9372df6d154ea1b9802bac6532da38b5384c0010bb2228ff8e49df9e67b9,3,0.249623
no grade,0xad83c88ed06b1a274326de993941dfbafa9472343cbeec5bfa72d3cc1379f46d,1,-0.510000
C,0xccf8936f55a6991da10bc36639ff6b5a480d72bec891c21bf4c326a7a6422e10,3,-0.569291
C,0xe821c4eeb243d0c8533e63b605e49f906f096944cb79fee04d87120e56ccf0d0,2,0.280694
S/A/B,0x65c752289ab1e3b4fde40b3909d9c0fc2b35849ad950a38cab30d19a80457a9a,32,-15.880000
no grade,0x8354996f412fb98c6338f20efcc29c469a08dca04e4aad345da1160bf8e516c9,3,0.350000
D/F,0xa5bffc6d7acf1f539b9af905860ebdbbc7a8e94932c4f90ee42fcfd575a05e31,2,-0.990000
S/A/B,0x72623f2d6f9658617d7df011e52ff8def77a62d90e7c411bc2204cdeb41d7705,1,-0.420000
C,0xe0a6c849e9b72d68b21328190c645a60e9e09db5d273ddeb3ca3efb4b6c30a45,1,0.331469
S/A/B,0x7935ae0f04779cd0ac560edd3db34a7fee2185fe01b4fbfee81574cc31f600ff,1,0.200000
S/A/B,0x41ce8a58b097d31faafc9b3037038c4030a443c5081dd5d16b1f489d11c15f66,1,0.330000
S/A/B,0xb45645188f311ecc46f8cdb80b02c29a345d4933cf6b73664b09d3131a2d16d9,2,-0.980000
no grade,0xd55ea1a023280bd014f56f88a4d384eb511da63c47dbf4f17abe76b7774cea16,3,-1.787522
C,0xb84809a09a270c6b83d5613972bb53e7540f765f56461ddf3472681574ec31f2,1,0.380000
S/A/B,0x32552863fe8014da2613037970661f0d49f415c86a88cb3d65af7a43395bc4ad,68,-0.532058
S/A/B,0x398401a1f154312143c187cb890d3871f7be68e7d639f314475d8daf9db7a7d7,3,-0.830000
D/F,0xdf9b5fe5a7cac5e2c26cd36a08bb1456d61ba7e00c96868e57d38b5775c78ae9,16,1.990000
S/A/B,0xa6fd438021ff0503d431b058127c961de1e6be232950ce40c3de8727813b4649,1,0.080000
no grade,0x78b1d80307c410c0dcb22ec5e06187f8d8c2b24cbcf7467f88a247c00733712d,6,0.620000
S/A/B,0x52fb9351124da47c83c88c32c779c537e36b64204b0bcccd3efe9e794474cdbe,3,0.360000
S/A/B,0x43c70d2c3f03d1b797001768f6c7494158e735baf6070338179c8c9dc943aec3,1,0.470000
D/F,0x1224d4e2385e4a120b8062745a1d4bc5f71bc881c53065b52ea498edbdeb3970,2,0.491819
S/A/B,0x1a7cda59ebf636d56ab2af001494b6bedfb57d61ff2bdb6637acfc6acec0a1ee,1,0.150000
S/A/B,0x322784a918a20128a4e8794145d18036a4dcb5230b589e32dd24c38540cd38e3,1,0.100000
S/A/B,0x1d3cd61dd43cf9f2efea4d72dc5fb7b0764e779caed71d68bc941049e1a2faa9,1,0.130000
D/F,0x77954e0830eafc9539916c591f717fb0635f6483bc9949524cb46483cd9b9d39,1,0.065892
D/F,0x9a405a09ebeff5dd1b8a3b128f02824bbf849cb5b3bbca39c410dc7f85832d53,1,-0.450000
D/F,0x3b7c5a02ae27daf4ee3d7bdf86ff4ad518c44193f58642a3d8344f00bb651efd,1,0.040000
C,0x96774b432f1fac5ff2980a00b8b4aa21a1d2b131e48af38c08114b29d08984ab,7,-0.748250
S/A/B,0xaf56df66063f77e3d3c864a3dc8722620443feb2ac1ac9d683ba74c2c9bf3e1e,1,0.450000
S/A/B,0xa7869235d343ee56afdf6c8aa455d04d5ed7f13c6c91c822655424a4dee48344,3,1.470000
C,0x06910638a1fc45ffea443b4aa3b5881152b5bad1076243f94fa257f2f33d0e4a,1,-0.490000
S/A/B,0xc99b50dbde2c46efdb5f35ca32c92bcc4fb8e62acfb20307640f7de5b1220645,1,0.090000
C,0xf4cd4028db5fed58a544bbca6709e78e110d7f6cef28624f48dd212d170feada,1,-0.570000
S/A/B,0x0c32de56f3c8be60bb87f2bc121558328d33e335e1147c97e33d7cc0bee5d043,1,0.060000
S/A/B,0x8e219fb5970e12d4cdabfd87bc5a127a20e9569d2241e0d3eab60af5fd4805f3,2,0.000000
C,0x0bd3d3c4c45f17c67cbe7a41bc92f6625926d47103b9c90b69d87256c308c352,2,-0.949633
S/A/B,0xfa5bed5083f99c3180dcea60dad49f3d1b4a394d0c1b50b6a5ba49f0c1a7904b,1,0.370000
C,0x0647fb9c25eec2285c37faf59b1666f3e41e17cb0a887fca202cec0d15645dda,3,0.390000
D/F,0xbaf4b42efa22e7a782a3c57621e8483e2bb61155f3de647edca1f7272ab2a937,2,-0.008967
D/F,0xc5b9eba004d33dc8da7bfcadbf7d460a9012d4b8f068af45ccc38f6a969294dd,1,0.363415
S/A/B,0x597e0e209cef883bb95c6905f07d8066c3ef35652087d3611c43b93f0ed237c2,26,6.110000
C,0xaa99430a8925edf2a3113ab39654f38cbe9438aba94cc1e6f9828f7002f28d2a,2,1.040000
D/F,0x06bbc2f74830b5b9c9b0c992d18151c529032bf28153e6e3a8d4428bfd80816f,2,-1.245660
C,0x018b710b9c6e2f3c695d517e28078d426911ed6ff82b582282a4a1f7863edab1,1,0.050000
C,0xd63d62959aa07f23bc4d5fa34f1f8a6be94f76d47e1c194f8c762b6aaac07352,1,-0.510000
D/F,0x9b9a08a9bf919118dece8269bef7650dedfae5a229150dfa03fa2dbdc0ed10f0,1,-0.580000
C,0xd050c9b7d794d82bdec110dd4c30b53aaabf3eb0515b1d4d7be1e5bc7a318e2e,6,1.569867
no grade,0x4b38300fb27196d5ca73ae2cca3d601e107cf305e00358d64b2cdeb712eb5c5d,1,-0.310000
S/A/B,0x69ad0f0c310803d200135e4a23b50a72d230d159f89d95fad8ae45a96731874f,2,0.250000
no grade,0xad70d92e8469235f09c6d4e5df4786ae651f701a24b7834a97f02c86a0ac17e5,1,0.378190
no grade,0xc62e760db7f4717daa46d3a24ad1e7f904f964abd769f2986f172653d9d65476,1,0.170000
C,0x10b4a49cc233715e3b2154533c654fcbdcac6c03b3b415611c5c014872e80b3b,4,-0.010000
C,0xba0ad0f933bc441911ed6cbfc098163ebd3b6913f9a06c133e3e4bc7c6f3311c,1,-0.500000
S/A/B,0x9b9a08a9bf919118dece8269bef7650dedfae5a229150dfa03fa2dbdc0ed10f0,2,-1.570000
C,0x1789913031f9c815f9a0287b896a1dc72b4bbbdb813f566677bcd93de2a929dd,2,0.260249
C,0xb75a74a413bb606a44632c44b39abe59361ff36f3d080f49703f4005dafc632b,2,0.010000
C,0xc19ec5ee94949b64a9d9b49aaf4ee47fe2d70f513ff411301f19ff1d0f0026b7,1,0.249645
C,0x0f04c77d6f12d6cc69bdae925324ab6d41f01388e72d25d92ac34ebd0b3a0d37,1,0.610000
S/A/B,0xa67f4318ea71b3ecde28bbd52896bf588fbe8d89f45f6c7db8f193b9e1500c4d,3,0.260000
C,0x5833eb918b6df030934f699e3d477db4ededda8f4d1b7e118a91029ab2d4d152,4,-0.870000
D/F,0xcf82be61c1d7181c99b6454afcbb188e0abcba20b91de49ffa93097ff9db13cf,1,0.650000
C,0xad672c17825fcd77e097a2088a7f8d36bbd088c318124c4bf132b52eb0305bfa,1,-0.500000
D/F,0xa93be1024e17c8a6f52bcbf8f8f53d88215703978d801741e9b2bc1f85b9e518,1,-0.830000
D/F,0xfec51420e12384ab73ffd47e90b46b3c64e746d5f4d8627d566020b7a952e5cc,1,0.090000
D/F,0x133b396987296b9710c2eebbed735eed7ef5709410fc65c20d0a64b846b99515,1,0.610000
S/A/B,0x45458c53ee6c6d2a5aab966703d5da6506e39b1650314a71ff2227efee9d7e35,1,0.060000
D/F,0x8ec1344d38fb55aa4adf043a3d81899bda2762b89bebec5769a81a50c3b9c25f,30,3.010000
D/F,0x7e63954484f4061fa26693178000a9d940deb167a8538966d0719a83cd0ae55e,1,-0.961000
no grade,0x7367df88b3c0eb6ff01ebc8c40f6887a163fa0baf505814decc204d47ee7ea7c,7,2.197269
C,0xc5cf30f00da0d6201fef443f7c06ebefee6d3584663e8622ea0f13c50a76d2d4,2,0.240000
C,0xcf4b8efffb6fa2f72ea6a8e434f64b1507452562ed7ebe64ea9854bc6f71e58c,2,0.001945
D/F,0xcedde92497f8c3cfee974e6abcdf294d5eeb4a91cd867de1c7e62f41020a5443,1,0.110000
D/F,0x1857a9958f9a1548582015dfc9c37a639dd2b39da94e9e24205e10c4d43a68cb,1,0.170000
S/A/B,0xd790740baf9d96b30d8ddfc9412f8fc0e6fb7cfcae06e987ae1691e7b9717895,1,0.140000
no grade,0x7ad403c3508f8e3912940fd1a913f227591145ca0614074208e0b962d5fcc422,1,-0.191020
no grade,0xd86a816093fcd0a0e1ca440bc5ce199bd3c5a8d6139e044b076958164f8c5423,74,-45.328220
S/A/B,0x567d0ef4dbfb776edca3c6affbaf4229a3919c8242b0643fc845eb67d278fc55,2,0.300000
D/F,0xcaf94cace6684a017c4379d4cbe34b5d433946b6c8b4118fd095dc63aa828dca,2,0.002459
S/A/B,0x1373e25b6a3a139a5a4fb35bd5329e40e862f2979a73cca51ba03173e6f6ca34,1,0.350000
C,0xe679ceffb8016721fbb3cdaf5cf7ac2f2a3cff1d3c8fd52abaaca3fef2a7e8c0,1,-0.450000
D/F,0xfbe85201ab2b4acff01cd5a3639039fc813d3448c64db081f70926bd9b9e74e9,2,0.194317
S/A/B,0x9c05dec5c37dcd213a87d79c3b62001bab9020936b8acbef3f8cfbf96f09eade,3,0.320000
S/A/B,0x179db69e5d207a3409e224d84cfa5f69bba761621a7e408ee732edab49ab4f09,2,0.669316
S/A/B,0x3945ade440216f0a95cd1bd38792c96549d8bdb90ea9e5e2cf70db9fdee44d66,1,0.520000
C,0xc3a2899b4095335eacb14f575465937113e3767e8e3b4407ffa28441db0be872,14,-2.044223
C,0xa5bffc6d7acf1f539b9af905860ebdbbc7a8e94932c4f90ee42fcfd575a05e31,2,0.100022
D/F,0x21454470816337a6dadbea2140070a57ec40146b8e65bba2fbf8e4216ea6f0a1,4,0.631605
no grade,0x0256ef63427ed0d9eefa1422eee948165a2a215b0741a339025fb08b2cf6e15d,14,-8.450000
S/A/B,0x9af69672ed9980d291f11e2a794ccde49d96296539d805932bf057120548613a,1,0.300000
no grade,0xc0cf4c8f14b7a496656f550b48dfadf07ff74c0384f14aecbb52813dfd530564,2,0.670000
D/F,0xd1a93770ca660dff24730f154e3dad790fa9792bd026ba7bb0e3ec8e66a37955,1,0.360000
D/F,0x4ea9c62efe1ef142a0999c239d94a390ff21768a51673db077d8f26e54627c91,1,-0.580000
D/F,0x9de91738929365f104420a4246815a47ea2017b17e30370fa4572ceb84d898b9,1,-0.230000
C,0x4c246b62dea969ce5717e2748139c3c5f4f44e22a6ef850f7072e0aa40efc482,1,-0.560000
no grade,0xfbe85201ab2b4acff01cd5a3639039fc813d3448c64db081f70926bd9b9e74e9,3,0.507007
D/F,0x65ea54fcd5747b326c31912e6e67ec846ec28e49dc66c5cc15b772ed346e3dd2,1,0.380000
S/A/B,0x061b574c09f1ba9d8f7de0d77a0403765b6059a81bcbacbd940a622e5048e613,3,0.440000
D/F,0xbced88dd4fa9a711667727cf1ab6f967860cbf6a6b8e0512bba9a8ba676eb948,1,0.099398
C,0x9319e7f316532c47f6865fa813f984473bda9d67e60af1dec658c3c786767531,2,0.310255
D/F,0x6169a5cf74516d65914ddf6b254c65d68dd2bfaab725c056d5db2ad65b9482c2,2,0.190000
C,0xebe3704ea7ef134bf3433df304367b057a54078ea4ae78b1925efe44031c13f8,1,0.250000
D/F,0x6a6255f95ea0e78d9e8d016908e386989e3e92ef5127b56c7234bd5eafbb3dc5,16,3.470000
D/F,0xd5cb530c6ae7fb76fc164332a64718818a5397ac27c2e0eea2a674c83af57c28,3,0.510000
D/F,0x24681ff50e47c29dc82477346c77a8352732bf4fc00290fd59bc17d3ee090bec,1,0.100000
no grade,0xf1c6cd94ef7ee8b3678a5296e97263a164d935df15742582bfcc54703e88e1f0,1,-0.355638
D/F,0xbb89a679d44cf88c575b66f234ee288b931da327567f83a5cd65be5682baae53,6,-2.479594
C,0x284684a278efc87cb49ee1582e2e81a1d03fe428b3f648791102ad456079ed00,6,0.360000
no grade,0x101623bd84cbc5a122e83a0ec347a9524bfd8bf7e5693d804f0a7de45ee79128,12,-0.034694
no grade,0x70af02bdb4070dfdf4ff7d7a93856146a745b0c95a96956cd3b13890c1cb2e93,2,0.702556
D/F,0xa7869235d343ee56afdf6c8aa455d04d5ed7f13c6c91c822655424a4dee48344,3,-1.470000
S/A/B,0xd03601c92043be754123c00c297bad8cd93f14d900b984fbe36bce5fe24b221c,2,0.000000
no grade,0x6f21b5182f010ab5394e67a9c27a964985a29a1ccecf7af8154a8b16d209e8c8,3,0.440000
D/F,0xba35dca1936ac2b2109613c8391b665683ff20b5359d73602af1f9c154ca4e2d,1,0.100000
D/F,0xa04ff216324eff0d3e55a8ac5a3867e2556cbab794b2f72109974c5555f969e5,3,1.510000
D/F,0xffd18c3b06facb4013e03bd08e53f9f56a166d798e68e12c5f645dee694576b4,1,0.040000
S/A/B,0x21c635b2f2d96bf9a5eb34843e6c80a39917e3c6b74af1540fdca4341145271b,1,0.053000
no grade,0x97f1b7033e94dfae055ceabfec528c75e68ad8d158d1b1a8460c3834e5fcabe8,2,0.180014
D/F,0x61b31949ecaad18217d0f4f709e07b2e94a04e41e6934d5351f783010d67b6ab,1,-0.400000
D/F,0xa4a57497ab0da3bf6fe713ac7e7c60ad0b5fd34ecf3bde7ca8c8b0b8c19585f4,1,-0.540000
C,0x65fb1dd1faa21493b049a543539040d14bdf73a11524477092d3cf8a7d78614b,2,0.186149
D/F,0x4c9f08a28ff9eb9de6e2f48c2cad592474840d995f0d184c4cce01c789e280e8,2,-1.058692
D/F,0xb9275e5de263eb01555279db80db363cb631912b944878805bfb1e9062b7298c,6,-4.572265
S/A/B,0xd53fb03e11829549e105ed04b0b1c7d39cb02c86be34f0d9b2917d84ca7c3d1d,1,0.053000
no grade,0x7241f157fba83732d4fca8611b62d896858395e0de36d3afcec11876698358de,2,0.000000
D/F,0x739e756119534672538d8df821a5b3321e2c802d80afff0c5790126be9b41281,3,0.642770
no grade,0xbc733b27510a37833afa638c3aeabec2811dffbb996c6bd1c735337f13f85bed,1,-0.346842
D/F,0x18235b07b2cbb12ac4d3eae0a2be720feecc5a67accd67cd90cb387bb9d22df9,1,0.540000
S/A/B,0xaf647f6da772eb4d97e60b77914990124d3c9b7707274f52ae2bfbb696f66c57,1,0.480000
no grade,0xc17c0b2fbaaf76f218153cc4d4c6c0dca65c9138317e2cbd1903c63ab70dc1ef,6,-1.949260
S/A/B,0x035716ff686bf73f9e4ca8f39c552ba2c117b04775d86b62bb8ec42de60c8efd,1,-0.406025
S/A/B,0xffd18c3b06facb4013e03bd08e53f9f56a166d798e68e12c5f645dee694576b4,3,1.187864
D/F,0x55be331898a7bbb78cc768f42b78b178d0ad25f103fd6aecd08f5ade2ba5791f,1,-0.540000
C,0x0545a047677b2e2224811d9bcca35753300cc07c5d0db15bd5e03c142957529d,8,0.783456
S/A/B,0xaeb2d82268b7c3ade887c9765ea0f946b4d265828014fb33844f1df29c27969a,2,-0.658656
C,0xf5327dc9fe9f7f3a89191be4b1f90d3999a991963379988edf3aa940b5190f8a,2,0.953774
S/A/B,0x2bd2b412b4011f54764f7fa018e8fc748e45b27b729f9bd7e54057e3d11299ca,1,0.045172
no grade,0x2a77a51a3ac57ab5caddf6cee3f0229eff248817b14c84b228c81315b9cc32dc,1,0.560000
C,0x249a6350f23ba37fb4035446aac589f7c66982d7f8895446811bb93ef45a7e08,1,0.038062
C,0x89e20fbc84babf64ec1336897ec2e1afb05f15f89eae41aaf5884d78f4eff29d,2,-1.018269
no grade,0xd368c213a98c8d6902ff5c8ecc084e92df72b8d4769fc890277cceea4defa350,11,2.100000
D/F,0xefe274d0361d7abd23a7ef55a5aba29536135bb0c3efce965a750b0e32c53e7e,1,-0.790000
no grade,0x6897736d782ce70f47126dfcec6669073f563d6e757e60bc61c0367370d6f73e,4,0.132000
D/F,0xb50b0f936bcd3538bfa9791e8bfb26a231c298b1df68eff57b8b9620dd60fb15,1,0.550000
S/A/B,0xc24aa01123dccff5c173cc10499bb7b7a8fa18dcdeada509b2454bbef85cf06c,3,-1.139509
C,0x23bbeff7abad8ede13f1d1cd9b7b4b338ca7c8d28397abb5ea07dc47215e99ca,1,0.260000
D/F,0x728a0ab43935f4ed75bf0886e826e93b5b8c4a491657534a31f33991c0b62a59,2,0.093529
S/A/B,0x7d98665e1a1b5b25115f48cc832ddcb33aa483a3fb016a915eadce02c287c745,1,0.210000
S/A/B,0x96b01ad1652091c183549b076a76859c3012de63297dbcc165416ee1b5ddfa72,2,0.340000
no grade,0xe20c204c80c680c4a471a29cea5ec81631cf1505f0c7824620c5dee4586ae581,10,1.560240
S/A/B,0x9cd209879a2b7d5f6f8873ed2849ed65a1937ae5deb9bdf0e9858cc20586522d,1,0.320000
S/A/B,0x9e030ad2c9ecc0037a1056f1641d913bddd5c7b26c100267fb8b22a4fb64936e,27,1.140234
C,0x29b7d2487dcb8b5185e66d9862f8e9dae7699ff4c05046f79cc75397b037bc07,1,0.440000
D/F,0xa75da8dbd8ec6c97c6f983d0c196b7f21159b5bb7aaced5912472ebf2de8d6ef,3,1.140000
C,0x37136848aaf4bd73bf1a051804a7cade4392cb1f5d83c918f6868fa3ddea9d4c,1,-0.491041
S/A/B,0x656235664464bcadcc586acb871051dadb7c7343b7e805a5eccc02815e20d7df,1,-0.821800
no grade,0x155513545e458052ea585c1ada4f6aa799832e42c5dac0327930c716a9a6353a,1,-0.870000
no grade,0x96302bf00c5d2919bf9c51acae066aeab7abc64eec50f90e4c95f4b504b97622,8,0.024227
D/F,0xb6543fe370d7fd8cec63fcf47b7ed14bbcd58b22ba5e2d0e04c8a6fbe05cafde,2,0.000000
S/A/B,0xc3f9467281768a1774cac7e0ddf59168c4e5bb6837a53d89014d9ce1a29808f5,4,-0.008747
S/A/B,0xafe17432cfe5eed2e8b762691d86f60a65cea238a2b5fbcb1510bf0d65b74e78,1,0.500000
S/A/B,0x8482f05888ebd142369fa28da44310a3dde9e4cde256c8d7e89f7934f8b2eb58,1,0.080000
S/A/B,0xf2e67ed267667a39638aca4f6904060ff437790ddb41ad1338c82665ef99f11f,2,-1.370000
no grade,0x3ceb5b631318be5000758200590efe2b308a581d6787c3e7bc050bfd8f627627,7,-4.165415
S/A/B,0x81fe4afa22abd82c7a245ef80316e6757bcd1823fd03fbfd3a87546165101e28,1,0.330000
no grade,0xb8e6d129a06d0ccb21d7b32eb529ea455eddba3cf29bfa097112202cbdf5bf21,1,0.370000
D/F,0x2bf4640df9efd751b72794257c1b92ca02aa4a4dad73fa11860b4cd6b929bab8,1,-0.480000
C,0xd986b03674d1e1bf54b9cf25448c667452975dc068ac12e36a0b23cf96cd1795,4,0.270000
S/A/B,0xbb45f24d652c8f583573c647d4cfb630fc803a51549bf98f09781ca8bfc6d054,1,0.450000
D/F,0x3dac1c6e41591af519fee14c8b7e47022825b19e04e643b115ca407c6a722617,3,0.350000
C,0x07b977c6f50d81adf24b62672356249237b5758bac2ddb5f3812082afb3c703b,1,-0.570000
no grade,0x3377c51fc2da749ba13972dcf2986a752acebe2d87bbd78f85679e4e80f0a91f,1,-0.438187
S/A/B,0x7d8526b35a02aaad53aa897523a736f8921c97a96fa90e541f8098db7cca2ea3,4,-0.060000
C,0x2da738842874ee9f1567ca482f8669fbffcd023ca5bcc57965112310881547fe,1,0.032591
D/F,0x66b7ad48448f8846395b8df8edb5f20f99bed8e79928b1b9d2cf3a19d70dbdf8,4,0.210000
no grade,0xcca5b919009aded90115b96942566616eca10958c7c4bae2330ea47e3f787c42,5,1.434689
C,0x6c53618154f4de6b1b138b48aeaf6bc4c2a6227c4f65dbefce1ab67bbce394c5,1,-0.510000
D/F,0xdc340e3d0d6a9d7e5c5e65f9e7484516b1c2530bb35282a7de0f0efb4fbb6b48,1,-0.480000
D/F,0x905548eef567e68dd533b7304a79c681518603049f2d358a37f42fe66971f513,7,-1.630078
S/A/B,0x557d23788f4b6a9e653a5ab9dfaf9387e996a9944b7145fca3e512cf330bac8f,1,0.070000
C,0xf7294e62c740abc47fb752ada68db3c76afa6d05ac92fdc502f05c43ddc3cdb0,1,0.090000
S/A/B,0xc43eed5e30cf6f0220341e6564bf8b4f09ea60eaa9709bf4b96c07544672ab9e,3,0.491424
D/F,0x1cc3ece780f64a568d2134e79a2f3b2efbc461d8f270ac7030f502953e335391,1,0.090000
C,0xfa5bed5083f99c3180dcea60dad49f3d1b4a394d0c1b50b6a5ba49f0c1a7904b,1,-0.370000
S/A/B,0x9624981449f1b8fa58eace2227c2a2dcd73027734603567c8629adb34af6d2e8,1,0.050000
D/F,0x2153377bdb8920a0d3227e9a2a68ddb9a001025918b695fe55f66677836e62c6,31,3.729285
S/A/B,0x50b6deadae2107626418d5d3b6be15da9a47c09d575c7ff3cac60662b55f1c2d,1,-0.190000
no grade,0x54df2e7ec11670cc3586dbdfd7418e3f21ab0a69a154db12eec1c9a2ac95c7c0,31,-1.642395
no grade,0x374d4c9c12e766653de985450899cf2181edf47189894bc9c870216b5c6b1d83,32,15.410000
D/F,0xa90ce8b69a218dced329076162df3b79f99596d1dc71d93bd30a64a2c8b6ba3e,26,-18.634458
no grade,0x58c42e2957429d5a81b549187514524ff154e5d8abbf86e0af39202b7456becb,1,0.498059
D/F,0xd9a528d36592ed9467fb9bcc494c91c150b4e68df1fd1e66ed57d18fd1861d57,1,-0.649929
S/A/B,0xe3ef9372df6d154ea1b9802bac6532da38b5384c0010bb2228ff8e49df9e67b9,1,0.400000
no grade,0x6a6d6853aef00ad985e7d7e294545a4c2f8cd8580f3e2f6800a36b5e5a8b55e8,1,-0.570000
no grade,0x89492569601c88beb1c76187f27b306f4a67a8f430c3aac5cb2ad5c13128c230,2,0.824428
S/A/B,0xf1d447ae4431741f16d4c249d075151d27839b52793c2057a838705e6f49925b,1,-0.460000
D/F,0x6f05c7bc5ad978f8f9916f05d30a7f752e02b81508c56d82ed7c9245bca163b0,37,-6.386985
no grade,0x9aa7302604d3c9a99f3a99b67158c09e2be13437377ec5eb5524ce0a12118445,2,0.000000
S/A/B,0xb523db2e39a90b7847398cc9255f9ddb6f2a42c79f1c4f49cf625754da5903b4,2,0.010000
C,0x639d8b6161b0f21aa3bbefc68223b09572d14228e903809b706c84443e8067ff,1,-0.593958
S/A/B,0xa00c509b4673f5cdc94755e83afc2fa483d29a64e06e079dae63edb60a117f96,2,0.290000
C,0xb465c0d920be7fa9413909befc3989247de10a1d4feca2621bb36f9a62191a12,19,2.375469
D/F,0x16608c4fdd7cb41292f6d42c1c02b43ac22593f1c198a104847a3479848d7abe,1,0.406273
C,0x55139c654c6188a4c5fefa696be0f1fd31a4d9223ec2b8d61991fb0f71ba3c54,1,0.163826
S/A/B,0xe483f47893f6dcd5fe8da9858b2e03c5f0bc8c5649f54e11e46b0467db12d259,1,-0.500000
S/A/B,0xfada1a1ea8a231ee0e232b0fbb0b57b1230693f0981de1e72176fd5b4f4700b1,10,-1.390000
S/A/B,0xd3ba9a9215827d43a317a6e366a24286655334736fcd52533ba972dbf079d94f,3,-0.905633
S/A/B,0x3dac1c6e41591af519fee14c8b7e47022825b19e04e643b115ca407c6a722617,2,0.150000
S/A/B,0x727d3ebed2c65eb3822c64b01439dc8b3b927e64dc002bf356d7bc5867596c01,1,0.150000
S/A/B,0xd121d7fa08b0aa417fd07952b61e7d64286b74ebbb9ba9f3f6d9a19aed893985,2,-0.860000
C,0x439e1f155688b947f0014a6f7cd84cd83ab4ee9760a518bfa772694712c4c883,1,0.220000
C,0xc64e0c361642428995e5534ba4acc5990b82f2bdf7de31f807a0a6f407ed1419,1,0.030000
S/A/B,0x08a40aba4b5a9ab0524847c9b5c4ba280563602942498fba87aa2a2bd02076b7,1,-0.460000
D/F,0x64739195110169341a575b300adc3e45e88f4184ad535d59511cd81452585d42,1,-0.480000
S/A/B,0xc47acdf2c41b53b8397befef88cf7d6d6c0f343d26e29d2b773687cfb5035f5e,2,0.000000
