grp,condition_id,n,sum_edge
Baseball Over,0x10d8c194ea5a968fd72a4b19c673a74be975e47d529c123f93ef120a6b4f49a5,2,1.120000
Baseball Over,0x10d98ad569fcce8e55ea63a73d4da1afee3298d18b545e9f9e3cbefb6b420a7c,3,1.590000
Baseball Over,0x1101c8a7b9d88c3a08b9cfaf516e052cdaa891be8e28aac633678a47970d3128,28,-14.410000
Baseball Over,0x111011c093d1b6482eb67ba2eda51591ffa133a7349422e0b929813d807d59b0,1,0.042203
Baseball Over,0x111d7c5ef6609482f263d24854b9a898841e92bba94440b10a567188dc24bc24,4,-1.830000
Baseball Over,0x111e499fef1b4f509b50e5dc5ce613e14f7e47cdf5cfaea3394cfd4ef904cfea,3,-1.480000
Baseball Over,0x111f7e60b6af87a06bb7f180fbb2d452f1979e63cf15e7a4b22711e763e345c0,1,0.040788
Baseball Over,0x114d5af704878dfc7f30df172c75672dd85265b13acd47f6d2b023d3896cfa65,3,1.460000
Baseball Over,0x116edced58ef6b83db7a930147cac41261b348d81ede2349ec7477f857e9221d,2,0.515983
Baseball Over,0x118842f0edcac441f8c700437096c314c4eb0b388814af154052e34a6e37a901,1,0.490000
Baseball Over,0x11c8c050fc30fe455d8659cea74d8a584e6e3b9b3371f02b6db8da2b1f99b25f,5,2.790000
Baseball Over,0x11cfb7aad23374b3833965d7ccfe006d357084a5168274c31ec85a60f1e10122,11,-5.609616
Baseball Over,0x11d1ca112a1df6a1040cd328ea2ecbaaedc0b37545daa6369617ebb71a2cc312,3,-1.520000
Baseball Over,0x11dc5212018edbe1ebc05c3878ffc083fed300d601f3930e3215684ea5d153f0,2,0.930000
Baseball Over,0x11eddb7883ac2b2591258fb2331224d04b15869e4acc45dccdbc89bc957faafd,2,0.900000
Baseball Over,0x122fb9e4e68e61fcdafd28c1f32732ca5ac7bc237da6c73588a68fa98ea344b7,4,-2.120000
Baseball Over,0x12308cea90686f146098301a9f67b6b6e5697fed63bb02170f13d7489915164f,1,-0.576811
Baseball Over,0x123f81d81e6f177fdda1a4c69ccc8575ca259fcacda503675fa6928c086e4ffb,2,1.040000
Baseball Over,0x12412d4db08dad91e4a5851b011935e53457caeb0f0c764047635dfa4b82e2b7,10,4.520000
Baseball Over,0x12c31f5a0fdcc0cb68c3af10a4bf2afba881320751c167c50c32033ac7fe4f80,2,-0.959783
Baseball Over,0x12d11fc99646aa2da67b3551f47eab260baf235a8167b2610101187f2e6d98b0,1,0.557516
Baseball Over,0x12ddde239577983a2f2459bbac7d41739602f154f17d1ee08a0d5df5397af4b2,1,-0.500000
Baseball Over,0x1306b2af9e22c57cef7b0b0da162551089620acb1de8e21104f42f1f02b9be5b,2,1.180000
Baseball Over,0x130aab2b02399f1e08ce05e2494c63e4a72c7f461800a3540b452d0f48b24b89,1,0.200001
