soccer:epl	epl-che-ast-2025-12-27	Aston Villa FC	Chelsea FC
soccer:epl	epl-not-wol-2026-02-11	Wolverhampton Wanderers FC	Nottingham Forest FC
soccer:epl	epl-mac-wol-2026-01-24	Wolverhampton Wanderers FC	Manchester City FC
soccer:epl	epl-tot-ars-2026-02-22	Arsenal FC	Tottenham Hotspur FC
soccer:es2	es2-cor-mir-2026-03-27	CD Mirandés	Córdoba CF
soccer:es2	es2-alb-cas-2026-03-28	CD Castellón	Albacete Balompié
soccer:es2	es2-rrc-hue-2026-05-03	SD Huesca	Real Racing Club
soccer:es2	es2-dep-cor-2026-03-31	Córdoba CF	RC Deportivo La Coruña
soccer:es2	es2-alm-gra-2026-01-03	Granada CF	UD Almería
soccer:es2	es2-alb-eib-2026-04-24	SD Eibar	Albacete Balompié
soccer:es2	es2-and-rrc-2026-04-05	Real Racing Club	FC Andorra
soccer:es2	es2-bur-dep-2026-04-25	RC Deportivo La Coruña	Burgos CF
soccer:es2	es2-lpm-bur-2026-02-07	Burgos CF	UD Las Palmas
soccer:es2	es2-rso-lpm-2026-01-30	UD Las Palmas	Real Sociedad de Fútbol B
soccer:es2	es2-alb-leo-2026-05-09	Cultural y Deportiva Leonesa	Albacete Balompié
soccer:es2	es2-rrc-vld-2026-05-16	Real Valladolid CF	Real Racing Club
soccer:es2	es2-leg-mir-2026-05-31	CD Mirandés	CD Leganés
soccer:es2	es2-dep-cad-2026-01-04	Cádiz CF	RC Deportivo La Coruña
soccer:es2	es2-gra-spo-2026-05-30	Real Sporting de Gijón	Granada CF
soccer:es2	es2-ceu-lpm-2026-08-22	UD Las Palmas	AD Ceuta FC
soccer:es2	es2-cor-gra-2026-08-30	Granada CF	Córdoba CF
soccer:es2	es2-cad-lpm-2026-04-27	UD Las Palmas	Cádiz CF
soccer:es2	es2-hue-leo-2026-04-01	Cultural y Deportiva Leonesa	SD Huesca
soccer:es2	es2-zar-gra-2026-05-01	Granada CF	Real Zaragoza
soccer:fl1	fl1-tou-ogc-2026-01-17	OGC Nice	Toulouse FC
soccer:fl1	fl1-met-pfc-2026-04-19	Paris FC	FC Metz
soccer:fl1	fl1-ang-hac-2026-04-18	Le Havre AC	Angers SCO
soccer:fl1	fl1-pfc-ogc-2026-03-01	OGC Nice	Paris FC
soccer:fl1	fl1-ang-lil-2026-02-22	Lille OSC	Angers SCO
soccer:fl1	fl1-ogc-ren-2026-03-08	Stade Rennais FC 1901	OGC Nice
soccer:fl1	fl1-lil-lor-2026-03-08	FC Lorient	Lille OSC
soccer:fl1	fl1-lyo-aja-2026-09-04	AJ Auxerre	Olympique Lyonnais
soccer:fl1	fl1-lyo-aja-2026-04-25	AJ Auxerre	Olympique Lyonnais
soccer:fl1	fl1-rcl-hac-2026-01-30	Le Havre AC	Racing Club de Lens
soccer:fl1	fl1-nan-ang-2026-03-07	Angers SCO	FC Nantes
soccer:fl1	fl1-ang-met-2026-02-01	FC Metz	Angers SCO
soccer:fl1	fl1-ogc-lor-2026-08-22	FC Lorient	OGC Nice
soccer:fl1	fl1-hac-str-2026-02-08	RC Strasbourg Alsace	Le Havre AC
soccer:fl1	fl1-lmf-sbr-2026-08-22	Stade Brestois 29	Le Mans FC
soccer:fl1	fl1-str-met-2026-01-18	FC Metz	RC Strasbourg Alsace
soccer:fl1	fl1-ogc-ang-2025-12-07	Angers SCO	OGC Nice
soccer:fl1	fl1-met-nan-2026-04-05	FC Nantes	FC Metz
soccer:fl1	fl1-lor-lyo-2025-12-07	Olympique Lyonnais	FC Lorient
soccer:fl1	fl1-ang-olm-2026-01-17	Olympique de Marseille	Angers SCO
soccer:lal	lal-lev-gir-2026-03-07	Girona FC	Levante UD
soccer:lal	lal-val-rea-2026-02-08	Real Madrid CF	Valencia CF
soccer:lal	lal-rso-lev-2026-04-04	Levante UD	Real Sociedad de Fútbol
soccer:lal	lal-get-cel-2026-02-01	RC Celta de Vigo	Getafe CF
soccer:lal	lal-rso-ovi-2026-02-21	Real Oviedo	Real Sociedad de Fútbol
soccer:lal	lal-bil-cel-2026-05-17	RC Celta de Vigo	Athletic Club
soccer:lal	lal-osa-vil-2026-01-31	Villarreal CF	CA Osasuna
soccer:lal	lal-bar-bet-2026-05-17	Real Betis Balompié	FC Barcelona
soccer:lal	lal-esp-ovi-2026-03-09	Real Oviedo	RCD Espanyol de Barcelona
soccer:lal	lal-sev-gir-2026-02-07	Girona FC	Sevilla FC
soccer:lal	lal-rso-osa-2026-03-15	CA Osasuna	Real Sociedad de Fútbol
soccer:lal	lal-elc-sev-2026-01-19	Sevilla FC	Elche CF
soccer:lal	lal-lev-rso-2025-12-20	Real Sociedad de Fútbol	Levante UD
soccer:lal	lal-bil-rso-2026-02-01	Real Sociedad de Fútbol	Athletic Club
soccer:lal	lal-bet-esp-2026-04-04	RCD Espanyol de Barcelona	Real Betis Balompié
soccer:lal	lal-osa-mal-2026-03-06	RCD Mallorca	CA Osasuna
soccer:lal	lal-bil-elc-2026-02-20	Elche CF	Athletic Club
soccer:lal	lal-ala-ovi-2026-01-04	Real Oviedo	Deportivo Alavés
soccer:lal	lal-lev-sev-2026-04-23	Sevilla FC	Levante UD
soccer:lal	lal-ray-esp-2026-04-23	RCD Espanyol de Barcelona	Rayo Vallecano de Madrid
soccer:mls	mls-clb-ner-2026-08-29	New England Revolution	Columbus Crew
soccer:mls	mls-clb-orl-2026-04-12	Orlando City SC	Columbus Crew
soccer:mls	mls-nas-laf-2026-05-17	Los Angeles FC	Nashville SC
soccer:mls	mls-sdg-min-2025-11-24	Minnesota United FC	San Diego FC
soccer:mls	mls-nyc-nas-2026-09-04	Nashville SC	New York City FC
soccer:mls	mls-mim-nyc-2026-04-25	New York City FC	CF Montréal
soccer:mls	mls-dcu-clb-2026-09-09	Columbus Crew	D.C. United SC
soccer:mls	mls-mim-por-2026-05-13	Portland Timbers	CF Montréal
soccer:mls	mls-fcc-nyr-2026-04-25	New York Red Bulls	FC Cincinnati
soccer:mls	mls-sje-min-2026-08-22	Minnesota United FC	San Jose Earthquakes
soccer:mls	mls-dal-sdg-2026-03-14	San Diego FC	FC Dallas
soccer:mls	mls-sdg-stl-2026-03-01	St. Louis City SC	San Diego FC
soccer:mls	mls-nyc-clb-2026-05-10	Columbus Crew	New York City FC
soccer:mls	mls-mia-aus-2026-04-04	Austin FC	Inter Miami CF
soccer:mls	mls-ner-nas-2026-05-13	Nashville SC	New England Revolution
soccer:mls	mls-col-stl-2026-05-09	St. Louis City SC	Colorado Rapids SC
soccer:mls	mls-sje-sea-2026-03-15	Seattle Sounders FC	San Jose Earthquakes
soccer:mls	mls-sdg-col-2026-08-22	Colorado Rapids SC	San Diego FC
soccer:mls	mls-laf-mia-2026-02-21	Inter Miami CF	Los Angeles FC
soccer:mls	mls-nas-atl-2026-07-17	Atlanta United FC	Nashville SC
soccer:sea	sea-par-pis-2026-04-25	Pisa SC	Parma Calcio 1913
soccer:sea	sea-juv-nap-2026-01-25	SSC Napoli	Juventus FC
soccer:sea	sea-cre-tor-2026-04-19	Torino FC	US Cremonese
soccer:sea	sea-lec-rom-2026-08-31	AS Roma	US Lecce
soccer:sea	sea-bol-laz-2026-03-22	SS Lazio	Bologna FC 1909
soccer:sea	sea-laz-ata-2026-02-14	Atalanta BC	SS Lazio
soccer:sea	sea-par-fio-2025-12-27	ACF Fiorentina	Parma Calcio 1913
soccer:sea	sea-sas-cre-2026-01-25	US Cremonese	US Sassuolo Calcio
soccer:sea	sea-juv-laz-2026-02-08	SS Lazio	Juventus FC
soccer:sea	sea-cag-laz-2026-02-21	SS Lazio	Cagliari Calcio
soccer:sea	sea-pis-nap-2026-05-17	SSC Napoli	Pisa SC
soccer:sea	sea-cag-ver-2026-01-31	Hellas Verona FC	Cagliari Calcio
soccer:sea	sea-juv-com-2026-02-21	Como 1907	Juventus FC
soccer:sea	sea-rom-fio-2026-05-04	ACF Fiorentina	AS Roma
soccer:sea	sea-bol-udi-2026-02-23	Udinese Calcio	Bologna FC 1909
soccer:sea	sea-cag-cre-2026-04-11	US Cremonese	Cagliari Calcio
soccer:sea	sea-int-gen-2026-02-28	Genoa CFC	FC Internazionale Milano
soccer:sea	sea-sas-tor-2025-12-21	Torino FC	US Sassuolo Calcio
soccer:sea	sea-bol-laz-2026-08-24	SS Lazio	Bologna FC 1909
soccer:sea	sea-fio-cag-2026-01-24	Cagliari Calcio	ACF Fiorentina
