group,condition_id,n,sum_edge
All leagues | Away,0x978777adfb6f17246b318a74c293857a26cba32fae468e2b2e7e8696d41a4576,20,-12.880000
All leagues | Away,0x979ce54bcab3037432a9aa5581d0c68ef23aea7a28794dbf063a16111005d6de,22,-11.187309
All leagues | Away,0x97a6b1a008306c811c6c59848fe2dac88d75de9aa1b5f847c989807040b680d0,1,0.460000
All leagues | Away,0x97b66d987b63b438af6467bf15ede9f2845b857dadf44653b262fc5a6a699411,2,1.029658
All leagues | Away,0x97c94f3a00f73efa2ab64fbcd7f10066c08ea642d4bd170c619302e41e2efaa8,18,-9.038973
All leagues | Away,0x97ccb14aac1e7819e3782896d8da291797ecc3b2b85e3243d76e281116b9a568,16,5.804355
All leagues | Away,0x97d5695d3b7349b3c4f4353d0f368fcbb8cf007b1f1a1a12e10166f917e11754,1,0.460000
All leagues | Away,0x97e5a4ebf38a8a8d7de2c3401961ba194005bac07706e1e758a628f46a60c8d5,15,-6.250000
All leagues | Away,0x97f5400ef41f537833609535f4d2baf853d60f888e52c9627a37ca88c26d9193,4,-1.600000
All leagues | Away,0x983b5f5121f685ac70ccc8b471b6152b8f6780221dd274c35821125f3d629aee,38,17.084157
All leagues | Away,0x983cfc25754a6b18da3b549f50f756c81f090cf387c40113cd20b954978e7e7b,11,-5.730000
All leagues | Away,0x98435aa2cebd0e449dfa6cde3a38474aa057f2764f6021cc01e92309bad22e90,11,1.490174
All leagues | Away,0x9844c024b5c2618747addddb32b7fc1b6aa556965c41a15b79d33869c92909f4,5,-2.215669
All leagues | Away,0x9847f88017fae7a2de2991e3a7e22eb89200b1364d20298c40a0a4d6f5a3453c,1,0.450000
All leagues | Away,0x9863fc87d25c59fc291de4341f909dbce290408a0c5fb0dcc0cc7b9f718247d5,1,0.105851
All leagues | Away,0x9867d60c3e6322e7923e6e800214fb814fe26ebcd15bdfac9ef3526d49d1d184,1,-0.430000
All leagues | Away,0x9877da04be5d3aecdd51eb30537ff5b5070fd14acfb69feaa0be1d22fb8c0046,6,2.900000
All leagues | Away,0x98888851f0f0f24ba82294eb9bb8353deb5a94c544eeafef8a194980e902c783,2,0.731760
All leagues | Away,0x98935863c55fcf43e580a875d9c0df9602dd21b85317732273e5b2c2a43b1152,2,0.600000
All leagues | Away,0x98a73d72d15f9fae4c907c1b777762ffe463533e7c7f7a534208364890db716b,4,-2.095569
All leagues | Away,0x98ba12b873b2f1ea91cacc2dde4c3b92cd28bf9cb27ec439845f5ca16086f34d,2,-1.263211
All leagues | Away,0x98dc02d56da6f4094fe1ec427dd38417bb4e0b01a4fd908d61e5b98dcbace94f,4,0.970000
All leagues | Away,0x98de42473c1bd90383ad5e036ce2500f87c1df4ba6e71b8fd20297a8e5038025,3,-0.700564
All leagues | Away,0x98f2fa58a2153e862901cdf5e26201a1a278f7d4dae9b649097ce91b4b84a39f,10,3.405626
All leagues | Away,0x98fc981a2e73bc0c041fa144bf828455a591ab550f7315a9d9672009fdc5b960,1,0.170000
All leagues | Away,0x99106842b4a3afb9a8f15345bbdc5396e30a3d289824c60aa9a5ca78b23f4fb3,3,1.520000
All leagues | Away,0x99213c6365c5bad5df6668fc13255338350597a64d3e0b1a1562b7963decb658,4,-1.790979
All leagues | Away,0x9930bfad5a7bef6127618844ef76d9f4b30b439a816ee03c92c7738d552b0bd9,2,-0.680000
All leagues | Away,0x9944d4ab7a5757fe292dd4340c9c583bcfa2f226bed117048361bf455a9c9ab5,6,-2.453345
All leagues | Away,0x99575b3f89c2336f2b04856cefff8ed8f1971f478b8bacee94b1ae8da01a1883,27,-11.704634
All leagues | Away,0x997d9ea4c4c194d400a81fc55e339333d72de642193261a4d307a0a9872d05c4,22,11.496901
All leagues | Away,0x99826ff0b8ab2562bf6d23b56efc61a38434352e6fc173c3bf9709044b6df890,1,0.725752
All leagues | Away,0x998d69f881036ac580f6dc0a18b6c3ec48f167fd00799db9e58bf43e07b4b27e,131,-90.192385
All leagues | Away,0x99902520e10495eab8ac6e6049bed9fad814327f53739fc99654798bda02b558,4,-2.039999
All leagues | Away,0x999712f75732a392a6f2ba013db3775d8f7a1b4095004588abe02ffade52ce0d,2,1.010000
All leagues | Away,0x99ae217a33b60f298daac2ff2a19c1aa2362ae001fb964bf0273241d7796bf7b,3,-1.640000
All leagues | Away,0x99c6eb9e70f77714fa949867afc7d168012f650d7fbd8e9467965f522e165e31,6,2.866529
All leagues | Away,0x99d7209b1fdbb621d28278c2e6ddb816a63ded1dd7e5569a282d87037df17c3c,1,0.530000
All leagues | Away,0x99e3cca8c6ac2c083e5d98e8d5ca9e39d8e840713c919fdab81dc99a4eef7ecd,2,-0.886364
All leagues | Away,0x99e70457e21d76b219505ba2743bc87362a5bba2b478b536720e599418d5a7ae,185,96.932082
All leagues | Away,0x9a06c2c5f6444c56312237808488f2c4ee66836bcf1716deeed372a15573f759,3,-1.019646
All leagues | Away,0x9a0da0f25f94fce088c88803b296d48dd19717370dbafa97484f3ddac70ee4dc,90,-27.745965
All leagues | Away,0x9a22a7b0eaeb4499d1a1fd77de5abbc849abfb8625206c380b6d6790658e35b9,2,0.794945
All leagues | Away,0x9a30b2ccb5cc582f1acba7061b3324c3d49dce48cda563608a3bfc42348378e2,3,-1.310000
All leagues | Away,0x9a3b1afba7288109f0ce85cde80f888bf9185d31e8fe8e967c981df728ffa680,1,-0.482979
All leagues | Away,0x9a3cbc842686da0db5b6593aa774d80cb3662f2a1ec501c46dbba3faccd6cd31,8,-3.910000
All leagues | Away,0x9a3ff49b03ce0d8279d981771eca03b2358803ce421b07b84ebde050aa7e13ea,3,-1.198759
All leagues | Away,0x9a415e9895fbfa3c31935629eb6d3249714fae8810a352949b531554b91dafce,10,3.810088
All leagues | Away,0x9a65c353a631fa0a18683c08d0b5714de912c0d311b6588f916acb5d4c0c6fef,12,-5.236726
All leagues | Away,0x9a7d02606e936a44406ce56b8ff8d489ff55b0e3479424791689c56c45cf10fc,1,-0.230000
All leagues | Away,0x9a7f3889bb30dc17c2e9a2b23ce1ed8f9ce4701cd5e2beb9ce6131b2aea9049e,1,0.480000
All leagues | Away,0x9a8f678f44a99cd1b5f2821f61e3bfd49c606f7c23883ea8d6b9d9fbbd9d6cb3,3,1.640989
All leagues | Away,0x9a9d3bfbb23acafb8c574adba6bcacc7faffc1b9666b341b26112a94604930e3,3,1.660000
All leagues | Away,0x9aa0b7a98d91edd06fb13adf6c5a3c401b31d0fc6ab15febab512d885e70eeb9,12,6.380000
All leagues | Away,0x9aa7302604d3c9a99f3a99b67158c09e2be13437377ec5eb5524ce0a12118445,4,-1.974961
All leagues | Away,0x9ac77369fd61ee5ecbbaf3cec6b16b665e984a493629fadb09f422bfd9b3a49e,1,-0.170000
All leagues | Away,0x9acea27bde102ae70948f7bd5ba1157ced4a6945da094df8516c3b086e949875,7,2.805496
All leagues | Away,0x9ae369da8b8c9c81fb16a5e7db2d38bd513e49f9e83b918085f12760863c0c69,1,-0.199874
All leagues | Away,0x9aede26e053f76d2f03d1683c89d37651cd05fa9f0e58da871f0e17cb0b6bd02,6,3.015100
All leagues | Away,0x9afb0f9c63db62c3af2a7a9362f978b68f635a4f3b5d0df98d5a73466bc21d5c,1,-0.242137
All leagues | Away,0x9b21ee62a7a7db71c095f23867a5dea3593cdd40f1991d1504b64aa9f82ee26e,35,-17.671431
All leagues | Away,0x9b32850951b08cd60d14db8cacbd9a9ebde2f6f6af3b4c02079ecca549208351,2,0.940000
All leagues | Away,0x9b3d43bb748c38164387e2524242ccdb6318b59508c1eb9cd79f401405a7bed9,1,-0.400000
All leagues | Away,0x9b590d383e871dacf81f3dbb12781a7aff5af94106bcaa3621295c14a26fd955,1,0.105900
All leagues | Away,0x9b65b179679f0aca3606ba61f6177267fe7778c850c2eb6fd8c13b099b94aa60,1,-0.420000
All leagues | Away,0x9b78451658e819797daad512e7c0eb9d4846b01f76917dfc341ef78b5fa6bed6,2,-0.776236
All leagues | Away,0x9b7e3318d564d80c6a7881a5001ff1e6894af373ac1f115712fb4240dc6f3aef,1,-0.510000
All leagues | Away,0x9b84c2fdf3062d9b2d3940127843c7c6ab5870f8761b87b54a494fd98c413b5f,2,-1.620000
All leagues | Away,0x9b8baf6de7cc2563821710074ae30f5c0b66bc0ae376197a6e471837578fa857,1,0.590000
All leagues | Away,0x9b9cefbccd9a06cf63f92b6ef119a2d29dd79f4b7c0dc1bc8c09d387a0fc86cf,8,-3.649907
All leagues | Away,0x9bacf2c266a9695e7d611db7d34e03040e53e954175f7dc3786f4f7f9f47730c,15,9.032070
All leagues | Away,0x9bae315ae2c07e89bd2a138fbd164af7c893c353f19bd15bf026cebe741d778a,1,0.560642
All leagues | Away,0x9baf61d8d1c1f439451e87678c3c4837ba66c8ab096e5ebe8f11a3a3ab48653d,2,1.248359
All leagues | Away,0x9bb9a841d4c976b86213d73dfed1fbe14acf120999326f48c9c7c9e2bf097e09,2,0.350000
All leagues | Away,0x9bb9f7c70674e2043580bf634753858eded9b360252c06f891688b95a542ac46,107,60.665865
All leagues | Away,0x9bf751e905a219ecdc3c36d9a788328346c83d0b79c641b6155bf0c4e13aed0e,5,-1.850000
All leagues | Away,0x9c12c5435583aefdb486b8dd9c1160c074c3614ed5a0b2e3a794c62d6bd14cd1,4,1.349390
All leagues | Away,0x9c15b672f0d89dfceb2c0e51e520d4171ec45a072f7f8343606d80bb02b3857c,2,1.118167
All leagues | Away,0x9c230b4f78919d238293051fb74ca7a281f996ddc81ea7fd7a50200ebebadb22,1,-0.500314
All leagues | Away,0x9c28812398046ca7a1c6078f88b6e52027ffb33cecc51ac47c2cac72d83a3f7d,22,9.893536
All leagues | Away,0x9c49a169f2a83d408fd70970c7fcb214afed99be97a837ab8dea870e3db2a01e,2,-0.874688
All leagues | Away,0x9c62c626cfe36f5273fa016e27803a00c75a19a62a044a1941f83c55706bf97b,5,2.001460
All leagues | Away,0x9c79aa5db85353e1b90ece28ed2bcbdee6d67d6acea8e2ebdd5be97ce4fd7ebd,8,2.316695
All leagues | Away,0x9c95f7439ebedd7aa36100c85cd7115831fe063571e85f8b83eaf45d87d20d0d,2,-0.587930
All leagues | Away,0x9c97adce88d841584b807eea09a482085209cf2cf4ca115aca56853c735c9d9e,4,1.761502
All leagues | Away,0x9ca755fe004a3bd0b32c6f3c5692772abd1772acd0b46d9652798d9eb62d73e5,9,2.061364
All leagues | Away,0x9cafb6a91b8768453ed11e0a3aede963e70889aea225deb1a307f4221ba91611,1,-0.350000
All leagues | Away,0x9cf46e37993d83aaf2e7ab213667e24c5ae6a853e1c742cfabaf66de73ce9999,1,0.060000
All leagues | Away,0x9d0b73b44506a98906d93d52b012834470ca99d7bf64b49a07810b897d81be6f,2,0.980000
All leagues | Away,0x9d2236a84844a4809b75558df7f276426c2faceaee373b1a6836605c081db446,2,0.980000
All leagues | Away,0x9d3448d58b4a3f44e47de1b4cc9674961c88e4481b4a2ea4482980449c950c9f,2,-1.360000
All leagues | Away,0x9d40a76fee6bf50629b2ec03db9e336a87e1e86cf1cc4c58c2f5678e5d6f434f,35,15.001597
All leagues | Away,0x9d46eeb0a5095c8b4d2aeef967da3e8291a1a46484237b2fad8c17e9d6feda80,14,-4.300000
All leagues | Away,0x9d48cb12199362ef36582354c70a545e983ce4a4931b43fe08d277a9ecdae5df,6,-2.370000
All leagues | Away,0x9d66579ddd12a5cd1b26500f6faaab0d44a8e119b1f2a07332ff7326780bf7d9,2,-0.950000
All leagues | Away,0x9d8b2c7c4963992b1e19800fba1c3e2e5a47ce610e0a4cb117df858fa5f31766,4,-1.724353
All leagues | Away,0x9da373eeb210ca0e986b6432708202a98e6f5e65d78e9120aae0ad82eebbce77,5,2.631864
All leagues | Away,0x9db067927a1a368ea58a3c50eaebdcf1091ecb19fa008e577979d54652ebc1ea,8,-3.590000
All leagues | Away,0x9db068aee7f73522b83e40711fffe5cb490182e354846933dcf29a28f1b72082,14,2.094184
All leagues | Away,0x9dc8dfdc5441e925ea674ae64029726ce5c161adbcf5da922a4731f4bd0a055c,1,-0.720000
All leagues | Away,0x9df006923390474e5c675296b68396ace48d9ffb013d03472834db11988e0188,53,-13.168184
All leagues | Away,0x9df33deabe599e034faca07e1e21f59fe23f5d67251a233b4739cb06c5af8fb6,5,-1.770314
All leagues | Away,0x9df495a416820c808be8e808a60ce835e4cdf86dcd370440d3223b0504a5ab62,136,46.812767
All leagues | Away,0x9e12343e61b66ee66778d0afd33c7209f0d7fc7fe882ece7514bbf525a968973,3,-1.930000
All leagues | Away,0x9e1871bdb41486dadeb10d63c5cdb73a2ffccb2a20db79c69c6ea5de6f3ce8f3,5,-2.489117
All leagues | Away,0x9e27aa803d3da7e76af3f6956ec158c03ad366469c1c210e001b5cdc48b957f0,16,6.759376
All leagues | Away,0x9e37ca874f843dfbf05b0739927175b3cca18145df1350bb948530fce26f46df,8,-4.920241
All leagues | Away,0x9eaa73fc87cce1e0217374ab12e5e5d2ac9f21a2f3aaef62cb2a2b4d754ade71,93,17.409821
All leagues | Away,0x9ec5d7a174d7ef74def4731b713a96978e9713659b4c86e67cca6f3877182479,8,-3.710000
All leagues | Away,0x9ec8b8288409eb9328eb07ed977a7990babd0f08c1f854622a065562b248af2e,2,-0.320000
All leagues | Away,0x9ed489753b51e8cf6a5dd5975de5903942329b10d4f7b0d4d18ae1686bf5337f,2,0.778190
All leagues | Away,0x9efd4d8fe6ee5a3ba66e9c0ef1051da15c6e5c77bf4e467f8f2ac3ebd4a7e531,25,14.422830
All leagues | Away,0x9efedc6776e4c91a6d0fba488afd0df3c703881ef32427accbe093b184470684,22,10.537976
All leagues | Away,0x9f0b6aa9115150410b9e37a8f44bc506ab829f1eda12734ab2edf8a75cb81efb,18,-8.395545
All leagues | Away,0x9f0d7a8592ed8426613b0fec075acf1f3bb2d08ce52952884f579e6db8c6811d,1,-0.860000
All leagues | Away,0x9f139bba391bcf0a2b89d90526e084da1cf3f78f3df9ce318f507b0969e2e916,4,1.790097
All leagues | Away,0x9f140618a0ae855a8c87e2467967bbe466bb52b3315e47cfffc373632f01cadc,1,0.200000
All leagues | Away,0x9f18e0ca9c50c1ebea399e627cf89c807ecd6f3238b6c9766fac3d41749abf30,2,0.300021
All leagues | Away,0x9f2b50e97cae0da1dafbed68f4e79410509d732dd0024976918b2e3c2e6a6e4f,2,0.450110
All leagues | Away,0x9f47588324f2d6283e3e4c1240260afc5952a28b254a479bccc59598b20c9fcb,25,-11.126059
All leagues | Away,0x9f564d4d2bb96df6e0da2f61e969a46d98ab027e85509ab59d51417bcb6ccd2f,4,-2.058215
All leagues | Away,0x9f72c7cdbd9c13ae99f23cfb20e18fdf78b663eaf7f5a12574145875680bdcc4,83,-39.296749
All leagues | Away,0x9f8791e31522a06f83a1a0da1fb0e1276f025ff7e378a1b0948fadc88a16c376,2,1.329952
All leagues | Away,0x9f9187a526b9b3a98f55e2662b722cab906fe4aaaa9b5b6502d176082f078169,2,-0.809825
All leagues | Away,0x9fa9e5a60d59f1b61636d6a19bd0d8d0a0fa7cd365d00cf1a38204d5d26760e0,5,-2.591627
All leagues | Away,0x9fe116625e868096b31447e05949a44bcc9315c3b3d76fff725069846e5acd23,1,0.231060
All leagues | Away,0x9fea4751caab4adf43d5292ff5834493b8e56b885bee8c4a957b9e7ffc71c63f,14,4.157613
All leagues | Away,0xa002a4f774b211eb0a7a345afdf803f01260e2b3345bf350efd269eee96c7876,1,0.450000
All leagues | Away,0xa003d84bdccd2e7d4e7974a86e336732fcb554c914734d61ca6603a81e651208,2,-1.226533
All leagues | Away,0xa017e92b6db818247e679283ae2070ebf8c3600aa6e7648fad4f23bb6a2715d4,1,0.550000
All leagues | Away,0xa04ff216324eff0d3e55a8ac5a3867e2556cbab794b2f72109974c5555f969e5,3,1.510000
All leagues | Away,0xa0562264e426ec88e738f8163712569fc7411d484551a3b2f3eacf7aff450d70,39,-22.728231
All leagues | Away,0xa0656c62ccde538532e64e1a3c6541cfe9e05da8b743d58ca1a368a9e9d3c059,26,10.792202
All leagues | Away,0xa0746abda38e8221ef64d36bbadd76e51d528fcbc4ee32a6e6ac67e6860ce00e,6,-2.890000
All leagues | Away,0xa09434ed102aa255225a8e7379b9fb11d78187ef6c8d0a6b5a8c1ee9ce0a3455,6,2.048664
All leagues | Away,0xa0ba93195484d20776804fa7a99cf6e4e931ae22812e14f8526c4a206cbeb3d1,5,-2.430000
All leagues | Away,0xa0bff00df8bb49f2b5849309b6c80cfdb34a01cc70e33f20b0652393d8243aaf,7,-3.150000
All leagues | Away,0xa0cc3453128c2864b0ec056805f193d3be8c5cd907c6c992dbb5ceaa52933205,5,-1.810000
All leagues | Away,0xa0d1db8787376e7ebc6a098da71763a99030124dd3b43da540622438fec970bb,3,1.103000
All leagues | Away,0xa0d2a962a30346b5385864ac59a74af68fc1268489d16a2e84317dd0bf44e2aa,1,-0.513270
All leagues | Away,0xa0fb414251ec09a469b98a8f181e020ffa4ee5b27ba07079ea808ed35f1e0e84,2,-1.150000
All leagues | Away,0xa1106fd02943fba6760b6d1ddc8710c07127c2b1a48174cf6a9a683ffb6d6899,5,-2.065835
All leagues | Away,0xa118d4a71c01bc4e5705b77ae31b18bebf1f694aabe85eb50bc881a2b9215302,3,0.800129
All leagues | Away,0xa120359485f4907e8467ddf8c8e5487302088e5459fed72f6e2ee5909d30336c,9,4.882845
All leagues | Away,0xa123bd181a7c3c03f3235d6f8dcb89782e9bb121962d6273fcdbadf929efbe81,3,2.060000
All leagues | Away,0xa12d679ff0fdf65202aac049e402e70710bf25f550e24d28ce6c2f99ca3bbc57,12,-5.966469
All leagues | Away,0xa14a4ea3af88f5343fab0d42404c89f45707fef5185cea9dea8a40847c8fdbba,1,-0.361826
All leagues | Away,0xa1634ac7aadbd8f9e0b50dbb4b4c8c829215ffb37b30f1944b140a037e3d347f,6,2.983356
All leagues | Away,0xa1693715d3cf225919651aef8903dc8ccedf5534d1b18643ef41941d42f265ce,13,4.910000
All leagues | Away,0xa16ac30f0fedd915cbe7face6dda59de3b94a08b098f517b614199da9234c4ff,6,-2.667160
All leagues | Away,0xa175f6fb25ed739df9ac91a098acdfac510f100b6c855c9d6224b0bcde780a9f,12,4.922323
All leagues | Away,0xa17b3bd2dd411f60fe59e19a53e99dbc4ca8301b6ec43dba885a19e207b9bd38,54,-36.217028
All leagues | Away,0xa18915f2ad2ef6e17ce5b9725ae11de32a5be94d66a1b9c5e93df903f7945f22,14,-6.726874
All leagues | Away,0xa1a22eb81a3911c9ae174119178183813363999fff0bef7d44d58467192c6a1f,10,-3.672735
All leagues | Away,0xa1a486b4e12bf1d8684a3665bec54a06d4d62b0af6b801113ae9c30e4ccd9d0f,1,-0.300000
All leagues | Away,0xa1bf9c12a47837e242e6e31b0fcc9738cdbec4055cb1f3989b61ac516291650a,1,-0.430000
All leagues | Away,0xa1c94df7f989e183b1ae482492667bfb1e212924ea34641b73aa2a26a3ac21de,8,4.420000
All leagues | Away,0xa1cb668f44322a8975bdd12276b7c43bd7705b47298cc6d869858e62ead1435c,2,1.110000
All leagues | Away,0xa1dc33e8bc5d23d05b780a9e054d74e5f9221f6b98fb78cf5148991ca8277ae0,9,3.067171
All leagues | Away,0xa1eba63a9c6490b57dac32d31fbbe97ab19807adf171250fdf35543c2598aff3,7,-3.330000
All leagues | Away,0xa1f3c8115c6145f1c2bde3328ce1a21e89d0dd00385667cdf76bfb89a993e00b,29,-3.827387
All leagues | Away,0xa2527fe14a2261e6ac08a58c01f420531da6070cec3d8df26f75251abab37020,47,-15.021942
All leagues | Away,0xa25c3b883b546e5fe58266d0c48b33d0acd40b21cb9c82d9f4e1bc6d3976f090,1,0.320000
All leagues | Away,0xa28e8c9410158255fa92ce51588ec00db9a229ed1ee27f73281a309c54de2682,2,-0.960000
All leagues | Away,0xa29e67d5ddfdf7ef43731931f656ea37c7b7f11f2021b91dc4ed9bb294fe8e2b,3,-0.994732
All leagues | Away,0xa2af3be65245143272ff9afc0a9b54baa62e00e95fb1f49562e1b601dc5c9d75,3,-1.488183
All leagues | Away,0xa2e0029e9d3924c2c7afa2e4649cba2967dab0d31a2eeb75b24a8591ed0f5a9d,2,1.119460
All leagues | Away,0xa2e8bc5901ee52e8068aa3d86dda999036798fe8b3a639f217efba2009aa44b9,14,5.578868
All leagues | Away,0xa2eac58daf69c77533cae9f9fb00f6d0731b310a7aee956ac0f7fda9e9519c91,5,-1.786442
All leagues | Away,0xa307aded137a5e0b59d685f02b75b7aac53ddc21ec728c6e4cf9e5b999709635,108,-25.023222
All leagues | Away,0xa30c7cd076ccc576b281d1e3cea09ef5d2b883071b1a7ea403b3c140f50fbf8e,30,-19.515082
All leagues | Away,0xa310857073c4d7d5213d310878f2aef1b4d12846e006f4f29b4cb4253f19f348,1,-0.450000
All leagues | Away,0xa3218a1f803a057240943b3ec0c813540d90898e1cdced417073943b0b7d8469,1,-0.620000
All leagues | Away,0xa364600645068223fb5b0c5059be8c992abc7d4e8ec4c2ccfe52f9cb1930f9a6,10,-6.051146
All leagues | Away,0xa3c48725e3cdb8a881823b508fef6b8f2ff353d0661eb9e1c6bfc10e49a2132e,8,2.530000
All leagues | Away,0xa3d218670e0fe48aaaedd1cee254d413f390fe81dbdab149b041ff3a63aab09d,1,0.310000
All leagues | Away,0xa3d3ccec8265f92f7abe7fea1757cb6f6874144dc5e35efe36f1d421a56109d7,2,-0.928773
All leagues | Away,0xa421f8c11a005586d825894e4b17888ff807488b855a22abbb0da9e7fd9ff52d,17,-6.632582
All leagues | Away,0xa42a38c17e4da22601fa9e93a45b155ad40b56debc68085f706cf7a148da47b9,2,0.200000
All leagues | Away,0xa42e880fc23e8b08103e75f231807aab8fb626953ed9d8890c2d50cd06a948e8,21,6.252312
All leagues | Away,0xa4483266e06696be624dcf8bab3a951c16167db27c9e41693a191462926d54b1,1,0.490000
All leagues | Away,0xa4653cf05a750f34cb269f4f16c508f204a97e77ac11dd39b2535930ee7f7f7c,3,-1.290000
All leagues | Away,0xa465e5118544b6d4c309728b8666ad2e35c1423d1f1411de5bcc4c3ae04be7ca,3,1.160000
All leagues | Away,0xa469d54d2388c1d73e96a0afcea29fe37eb8d029e83f5cc9c3f4fda8e4657156,10,-4.268988
All leagues | Away,0xa480486942ca2fecb199ff81eabd9a690271484d90de1a38187330e10a6bee44,12,4.034345
All leagues | Away,0xa49e959f5ebded2b3fe7ec7635faba2926f34300d5d4fe7e9d064fd6cd15820b,8,-4.904019
All leagues | Away,0xa4a3aeb43d34e3ddbd3b6aca4a4cabee141ff6b300c54424c9b9deaa1576bd19,4,1.925792
All leagues | Away,0xa4a9f26fc604721f0c499604ea9b0c5423966d4abf19db6e0e5146eb9d2b810a,1,0.350000
All leagues | Away,0xa4fe217aa48239047ef1eab20f02f4ffbd875a449404e48aee6fff7c16bc997c,1,-0.396092
All leagues | Away,0xa5144d487f22937f5bc46c655ab3cf1063edebefef327fa08ffeed421e60688f,5,-2.840000
All leagues | Away,0xa52dcc3564e1f4aace4fd472e325d6451381cf41bf2c4cfbf7d7f44248622620,4,-1.860000
All leagues | Away,0xa53b4a5e69819c4a1c2edd7daef472d194a4e0a3fe26b9a4f38c9bc8339ce10c,1,-0.400000
All leagues | Away,0xa552ead84ba9167f042b75c0797b8a455143a5e77cacbaf64c3fbce77f6252a2,5,2.175568
All leagues | Away,0xa56cbd2d48e22a66909134de931aeb751c02b311eed33c96145a29ffa6433c6e,6,-2.430000
All leagues | Away,0xa57e29e7c8e3b6c43dc94d8c9589c49c861ab827102b3f47d1d2f76eaa671efc,7,2.597037
All leagues | Away,0xa59806d7dc58acd8e5b4987703084d13e010d5556f651606330747a7ee3fe70c,1,0.630684
All leagues | Away,0xa5baeb39730bd5b947dc464e667e28106944ee6af472177397f345674a64ab2d,1,-0.450000
All leagues | Away,0xa5bffc6d7acf1f539b9af905860ebdbbc7a8e94932c4f90ee42fcfd575a05e31,9,4.342872
All leagues | Away,0xa5d9f6672b1fad1f03b0d1c421a96a857b37f2880569b80c1b54433662f4d6ff,35,11.749915
All leagues | Away,0xa5e034551c19cd169b5f655729ba1ade259143224c8a640fe3e37bdcecf6a3b9,2,0.663965
All leagues | Away,0xa5e590843e0c155e6b6ece7c942b1e2b342b2704afb9e096e7bce76ead7d5a79,51,22.893523
All leagues | Away,0xa5edceb68a5d36b4724455efcd16d57d640400782fc977ea3471f4ff5feed9e9,1,-0.560000
All leagues | Away,0xa5fa2f287b4fe0ab68e65b4f15f4583ce741157088c92edf46a11da270e5c2a5,14,-8.606722
All leagues | Away,0xa604e351f37ce95f9574dd2e5ba3d52d35c4f42030341b29e425997c01f0a371,5,2.451282
All leagues | Away,0xa61829cdbca398043eb59cb5db4b1c234ecde18c5920eacbdbe059b9c7afc325,4,-1.480000
All leagues | Away,0xa61a8aeadb14792a9bdbfe09b648819a011e2515d7db4c5b0110d660662a34c4,14,-6.193735
All leagues | Away,0xa65313c3796f53c960e07a09e1185141f614bdc62f4486c152060a506f01dc78,1,-0.280000
All leagues | Away,0xa667db2b04a745408b796ed9d4ea7db00825198793736341e59815ab83044ae0,4,1.856015
All leagues | Away,0xa672d7914b6cf5c2ede7368a159485b46d2319e551b3bc26aa242d6c808f0090,6,-3.510000
All leagues | Away,0xa691d8c050daa4cec6e7abd73fdcf0881ae6433ec1f93dd0fd080bffc2aadabf,2,1.290000
All leagues | Away,0xa6cf98441634952f17511cb0f76540ae1df32f6bd9597be6e923f7aa53edf2b5,8,-4.060000
All leagues | Away,0xa6e40463ab74f9beb6709940df67454cf6d2d434dbf5da47c4f0367030c0d2d0,2,0.400189
All leagues | Away,0xa6f18041a9e4db4936e9da82108169296ade7b2d7c9f0bcf2aec7402db9bfd3b,5,-2.278617
All leagues | Away,0xa6ff9a9ae5b2f5c748db841ebd1b573cd14a6c10f9702336ad395c956427c6bb,8,3.714190
All leagues | Away,0xa70061ae463608b9d7194055f28d5aec793f1082c4e881332a20c511f6fe1637,5,1.668976
All leagues | Away,0xa70536635597605cd93a042fd2ab0373f8bb505e47b01d925231027d66081dab,26,-13.420032
All leagues | Away,0xa72b41fbf4e1d3b1c3e02e7474cc453527c97ddb6e71073254c427112e492f7b,10,-5.160000
All leagues | Away,0xa72e23553a9deaa6cdfaebc81b0a75b8c7b9ffa1b5ad1a5cb10a2e2d1d7b0c0d,7,3.800804
All leagues | Away,0xa743b7fe51b506fed478cb68112132a342a503fe98df38c33212ec38fe80cd18,16,-6.976278
All leagues | Away,0xa744aec5a9ee2e01de1d9fd6ae1e3ff875e6168b4bfd7ec12abf7c080d9f5999,1,-0.139833
All leagues | Away,0xa755ee4551c6c27a387574f33fc1ee3a569ccd6728d0b3d753d51d9cae2bea87,2,-0.855704
All leagues | Away,0xa75a205300edac4d68cd48eec8427ab77e5af337fd9a61479b4fdb1abe290ec8,5,-2.280000
All leagues | Away,0xa75da8dbd8ec6c97c6f983d0c196b7f21159b5bb7aaced5912472ebf2de8d6ef,24,-9.970000
All leagues | Away,0xa764d32ac30d1a6dbd6cb500d14662e034cfe8955adeb3bc7b4e722c2db17b9b,3,-1.716296
All leagues | Away,0xa76c95d81cd0aac1d00e4d5bccce59504d85fa98d9872fc55a15eee2adede1ff,33,-15.920000
All leagues | Away,0xa76cab4122c22e9625f14c3461e40adb41b15b9521cfeb046ed63362783a95f3,1,-0.300000
All leagues | Away,0xa77e373bb490790796c0aac35e7f521e37319042a90bbe228dd9e58551a42fb5,16,5.653976
All leagues | Away,0xa78d62445e48fb0051680d49d6da650179497cc3419cb428f2782e720b5587ba,2,-1.090000
All leagues | Away,0xa7baf872ce8e9bf3fdb21100ff5806a1a3d32f0df4d0bc249e7b21d106801708,1,0.210000
All leagues | Away,0xa7c4efafe9e85c1cebfbd2299dfa5b191f0ef95e132c5249616f337cd4656d4a,9,4.631045
