group,condition_id,n,sum_edge
All leagues | Away,0xa7c5e44991eec5a3c365faf7c0f5b6972239bed86e42ebb70e355f29537481c3,8,-4.229004
All leagues | Away,0xa7cdc6594b744b28c30886968031c97554cd6a5c7327ce61910b35d81c47c30b,6,-3.105066
All leagues | Away,0xa7d96ebe0574b562546e770f808049848c61af41b19bfdcd63ae8036b3965b1c,8,-4.063273
All leagues | Away,0xa7de00c1c2b9675e41ade0a0ae6c613e70a784b93852919f164738572ed7b068,1,-0.699220
All leagues | Away,0xa7deebb8519bfb0d7a1c459c20df71f31314716a70eda8a46f892d0105f225e5,1,-0.491407
All leagues | Away,0xa7e1a6848a850d55077dd95c9086c66d83774275e1b5eabe54b7200743334a57,88,-33.455658
All leagues | Away,0xa806f8fca166de7ad86763c7dc1c993f890c2d476d1d872acfe3f64301b2abb8,2,0.681860
All leagues | Away,0xa814ad6e6a6a57243fe1b620f97c22f266361e32ef77a1dd841d110101e924e7,7,-4.179023
All leagues | Away,0xa825e19f5638d9d2f83f98b63e312502ac1889eef112c44355e337aa3661a092,3,1.660000
All leagues | Away,0xa83aaa11f3e7153604f9ebe7aa36377670bc889fa6a23a34ef598066c98502af,9,-4.278415
All leagues | Away,0xa84685084fdb4d0b7a9158e88a3179bd5d50800537b92edfc5c2f909e9c572b1,4,2.164522
All leagues | Away,0xa86a782533323251ea704679e351057ab309bf157123078741627af1ac23bd30,7,-3.047473
All leagues | Away,0xa87d333443e0e6718a060246618b20d2e5d271acf9cd561d4caa31d7fd6f770a,2,0.930000
All leagues | Away,0xa8832afe7aa008458f85086bbfc13e73a32afedc848a34d587f2ef04f5f4226c,16,-7.479980
All leagues | Away,0xa8ae63197da52e942e1ebff9e0cd5ee81c81b4e42963041074569a0c6bda41d5,2,1.030000
All leagues | Away,0xa8cc62447d7f757dc4a667ec054c6e08cd43ff8a61a61917e70f843dcd38e588,16,7.411780
All leagues | Away,0xa8dba71795a0db52474af46f60b915ab244ed8dacea120d3bd7e76bed416dd00,1,-0.249951
All leagues | Away,0xa90673a1fa1316d0d0ac76e02357c4901527cf294cd0250c1effae572bd43a2c,2,-0.870000
All leagues | Away,0xa944601a6e0f66f0404a86cb15ac1bc7043e24068d2269a0626f8cd93817d1d1,3,-1.181000
All leagues | Away,0xa95e5c3540cebbed36801de6b25df3617e1bad6a2b7e01a7dbf6eb04ad87f5a1,12,3.997161
All leagues | Away,0xa98798a481edca3faff72725e220fceda3e114cef78d8b357c7603d5aaa6058f,1,0.050000
All leagues | Away,0xa9a9acb457b3567dd8d1cacaa400ae6aec8e63f858a4560afdb612161e43e57c,111,68.617167
All leagues | Away,0xa9c6a617a28b904b2b24fede0f89a45e49c5d8199c8c7f28d1a40870a8cc1817,7,2.400460
All leagues | Away,0xa9f58576b43971599ef39c5999e777e4670659fc6cd0006f1d9d3589372386ed,49,-24.899617
All leagues | Away,0xa9f5e0128912ff6d0aed22a744d89242c6e0f6545b60a568dafc05577f496508,2,1.090000
All leagues | Away,0xa9fcad8ae9f0600c56f1a8aa8e3579208bc6c145883f18cbb3923e4252b54e17,3,1.276000
All leagues | Away,0xa9fd7769e480bee4011eea9cc746d7c2c96f9a29bca014caeb559de8ed97ea46,14,-6.270239
All leagues | Away,0xaa08d885aa8bbb4d3e1d59744774063487e02e835152d3c685bde48103636838,2,0.420000
All leagues | Away,0xaa0a4216193fb969887ca8a49755ee8a579c20bda19d2badf0e901ca253070c2,15,-7.200000
All leagues | Away,0xaa18c0e994034afe2fa7e6ed1c93a84b835729f50f5bc3cd8aa226baed66737c,21,8.319094
All leagues | Away,0xaa48235f1ee8273900fadf5af272a18a4dc675c3343a92ee07d6e20f989b8721,18,11.260000
All leagues | Away,0xaa6825ca49a60d5eefcc7c8f4cfccd497a15686466d99ee18bb3679294eebdbc,1,-0.440000
All leagues | Away,0xaaadf72771c1e9832968b84f57aaec1041725e6727bb0652b97d5a195294e840,3,1.780000
All leagues | Away,0xaada1bcd0ef322e344e4208e8545b0d77b7d49c33a9fdf91a184ab838cbfc6d9,1,-0.339979
All leagues | Away,0xaaef94eb848532e3d8f211bceebd2e50578dfe81eea93403ad75c51e443aadae,14,-8.352032
All leagues | Away,0xab036b76276bbc2b34cd5caab4c7aad50d378e54d97d4cdd00d08ade2e971b0e,1,-0.928706
All leagues | Away,0xab24df1e92994284ae09c3c4fb716cf4f7da4da24b7c1902474d9e9c98bc24f0,33,-9.460000
All leagues | Away,0xab381282aed52627c8fdd825d18efc9841a315e63d63971881b0f2ad9e57ff7c,7,-2.869461
All leagues | Away,0xab38aca06d41abc1cc69cde8017f132abe0264a1f8131ae098d2706169fdbd4c,4,-1.650000
All leagues | Away,0xab3e0308e7ebe7d59027c06aa80ced24e852c0c31c56a4ee83a0b57b9f78cf37,1,0.470000
All leagues | Away,0xabaaa89d4d26fde933ca7c55a43c81872549f01d68cddb6a4b7ce1f1856b9d59,2,-1.263470
All leagues | Away,0xabb2aa7a058811f3b64c8534ccd45bee3830e166c6c6c82707a407fbf6f18ba7,53,-31.116024
All leagues | Away,0xabb585d7cacca7eab92e4ce68fd6e2bd05e1c8fcfa090ccb8b69189ea2003643,3,-1.300000
All leagues | Away,0xabe787ebbb9f7092724bcf4f2acd13365b77cb7586e23d93d683a500c68b7134,26,-13.163383
All leagues | Away,0xabf66b54dce88f3535e80bd753ada3534a4bf2936ce8976adad56592cff1e0a9,2,0.721600
All leagues | Away,0xac064f6da1a6b6b3973b1c62cd46585f27538c952f29d341eb56475fc55b77ba,3,-1.330000
All leagues | Away,0xac101507e193032a9ddcd4aaea792bfaa69f330f9ac14a27154fbb1b0618cc75,17,7.513649
All leagues | Away,0xac1ae96193eb86c50a276ba1c666a0e6abfb6da6a3decdc491beb34df0f0ca6d,3,0.655525
All leagues | Away,0xac2c206235e6f6d1fa9ee56a35e68d0e0d014d79bd37dce7bed7ac7ce5b751c2,8,-3.631261
All leagues | Away,0xac3b50ad9dc11bc231261a873a6da6eb5b664f75038b165a145eb56734e83047,13,7.189130
All leagues | Away,0xac4237747ca9496655efd50d36efd03751d8eed768139e48fe12ed9e3d6873c0,22,13.544174
All leagues | Away,0xac480a2ad4c2524a60b8d6c1856dd4795264f12f63552cee98ab05055499ecdf,6,2.285702
All leagues | Away,0xac5a3cfeaf9470cb404386af4ca44c264f4caf0a0508313506e9c2a1e712b91c,15,6.074657
All leagues | Away,0xac6e0f0bd4776526e02f0509286a21e7fc8b9d3108d94d166a9d5b40d4063bc7,1,0.408996
All leagues | Away,0xacbcabdfcae86131fe8eb634bd2a95591f756f655f460b91fe506ddbbe053406,6,-2.767364
All leagues | Away,0xacbcdb042898c6f6ec3543067786f73479273f1c8bc2b72d9b91f4b9077075da,8,2.058394
All leagues | Away,0xacc23a9c2a560142bda18884949374d6a9d920b0e44c57b43bc4e8911727b01f,17,-2.749484
All leagues | Away,0xacca5037a35dca94e1d9407783552bb474332de06c1bb12458fce2fe49f52005,16,-8.444433
All leagues | Away,0xad0785e454a8b0d96171b924ed7e1aa158ce87892ec81a44a0387cccdf92a3a7,2,0.677193
All leagues | Away,0xad0d6f7f36c25b49d803c1d711d6ceb0de97f90ea97bec41586faa16647e3175,44,15.566517
All leagues | Away,0xad1e8e4ac8e9dfd420aa1d10a47e235342a7e682a69db2b538492614c49ec34e,18,10.040111
All leagues | Away,0xad436bfc949299c518c190ec8330f172e4948efc7d03ee97fd051fd88798fa07,3,-1.490656
All leagues | Away,0xad47c57403c3f2d2c7edd24f7f4a0f6d50177d28edf43330623ded6c27f0d412,5,2.204651
All leagues | Away,0xad526d859e2e05ae5b5b6d47a1121de81343a17ebc8782a7c6542b8aa464421e,8,2.710464
All leagues | Away,0xad5bdfae0249e3431c33516ea04899c50585b1eb9fc265b8812633a0004c7f6e,5,1.560000
All leagues | Away,0xad8718e9f01fdeac1f59a56f02bd93a204bedc454649d0941d91007ec14961fc,40,-21.499466
All leagues | Away,0xad88e40cf31141550ec14f55823b71d402899abbe7bde0399a84a46baf701597,11,-4.049314
All leagues | Away,0xad970ab46d2351a5250bc777e2fe4a4b9ddfe96b3b36c33e106b4b00dc169485,8,2.396986
All leagues | Away,0xadaedf732c19b74380f459e0cdd8d799711a14c865a4dec0648278a8386816bc,3,1.580000
All leagues | Away,0xadccfca40ecf33a02133441fbc2629bab53baacf03d77c7438e3c5a7ffadca92,10,4.660988
All leagues | Away,0xade31345ebe288ddb97b83f1dbb3cf29c38c7497b5b1647953965cbcee2b6d2d,8,3.680022
All leagues | Away,0xadea8e9130cea3878f4cb12841788d5353ccc94399d89e6fba4b71ca6df6bb2a,2,-1.190000
All leagues | Away,0xadf11162a2f91512e2b4c39099a9b2d606a65bdb7ce87cd42c1a28e722eeebd8,15,4.649590
All leagues | Away,0xae0a2878852c6a6c9617c38878bb1b9c297022384a180fa06bec876ec5f4e57e,3,1.770000
All leagues | Away,0xae0beccdd9448ecd53566078255cdbe1fd70d6bdf4e7071ba1d36dd5eb8aa63b,1,-0.430000
All leagues | Away,0xae1ab45509724e9a6ae974ad3543bf5c6085180f36e40127537edbaedb964754,7,-2.401810
All leagues | Away,0xae42a9bad485a70bf22947cba74bf485ada24fe5fc36af02f1bf9bc44e0428eb,1,0.093540
All leagues | Away,0xae6f5845a8e8cfe8792f6dbcceb846b46e17a2c3e2d87eaedd933a928c12b567,1,-0.836250
All leagues | Away,0xae7b33413cad6706daa9314969ab94317796b3d0ec80dfdf300bc02b514ce01e,22,3.061722
All leagues | Away,0xaeaf63c4ef467e55ac10b35fcf9497b831e3842e0bac6d205d825d43c5aaa3c0,8,-3.892920
All leagues | Away,0xaeb2d82268b7c3ade887c9765ea0f946b4d265828014fb33844f1df29c27969a,23,12.225331
All leagues | Away,0xaecc85e7e380552a4b8e62cfe18ee02224d38c64e3d7967f31b7b0b5fe962040,1,0.410097
All leagues | Away,0xaf0752f7830f684b8e544e528afc561f7e97b0eac09f561df603000fed28168f,3,-1.290000
All leagues | Away,0xaf0c903d1d66febe7e7fead57382164c719fc05042843db8b30ad6f6da05403b,11,5.003142
All leagues | Away,0xaf27ade940ffa9773d013708380c93481db9ba81ec1a586a1f492477056f9df7,2,0.080000
All leagues | Away,0xaf7c36c72e0e2a62d13167248ad5fb9d9b570313875c7155ccc759e1037bbe8b,8,-3.320000
All leagues | Away,0xaf8dfb6201c90ff32c4e070d004a3a36de73cf95de261733eb15c70f7cc3b8bb,4,-1.793997
All leagues | Away,0xafa25798eb069fca609505c7e7889c0dcd474c999a82719e38f174bf3b9da879,1,0.030647
All leagues | Away,0xafa5a0ce360d8e378d3af2a9ab2ad4f0ef1456ada49df62ae090fb169f409018,14,5.615351
All leagues | Away,0xafb4cbefe1c36ccce9665d21c9093e94d6122f16c39b71c0aa383670f25aa956,6,-3.540000
All leagues | Away,0xafbb84711290fa5479dfd0c753f2309e79ec5a5134eb0d6b6d1ee6b8b92f9534,3,1.490000
All leagues | Away,0xafe96ba7619f85913413022e9cc89d4b93d024d18f9e1da9689a0075b7f86315,5,-2.506558
All leagues | Away,0xaffdb6f8316b7efdbfde2c8b0ec582a28063258895f4314ab36081db0fcd8b36,3,0.970000
All leagues | Away,0xb00970bf303449caba8c8e693ca63fa778c08366ff98b5c9caf66806c2e0243b,24,-12.054482
All leagues | Away,0xb02fe0513e9d9cc7f8e790b030f700521e72ff45a37251350d0570585fcb6f57,2,0.210000
All leagues | Away,0xb047cf8c0608cf59fa3a6270aacab991096a9ced24d6a38fde86a6016438185f,3,0.990000
All leagues | Away,0xb0661d8d2e8aa6c501db5740c720c904efa0bdbcb9c511acaf0ad19d1f0dd4fd,2,-0.709998
All leagues | Away,0xb0675e0c6da647a281a21a1ca413d3c62a77fa5de607a4bc574f214d7caae551,3,-1.659498
All leagues | Away,0xb07c9b2a2681c65888a7850391e96b5aab2fa8defeea2a927547d6465b9e7063,1,0.759759
All leagues | Away,0xb0854b6d46b3d7adfebb3c5212718659c6bdb88635e025fc758b49779c5fe288,2,0.650000
All leagues | Away,0xb0914421073c697f7f1eda45fb7bc24781852bc491539b37a554bc7e034a5dc2,82,-55.248567
All leagues | Away,0xb09c9ce612c2b077d9d4e5f95577fd832976fd2c0463abc530fee7dddce49c10,10,-6.128511
All leagues | Away,0xb0b1082a0c258eccf7b3f5d4e7812c5e8565fd0a26c4986407098cb9bf7802e6,1,0.290000
All leagues | Away,0xb0b22384e91d3a0786451176286a629c81e512027b0a58b2173697ee43cfc2c0,2,-0.637551
All leagues | Away,0xb0b92813d7d419dd42d052660f202422d4790a9b98ffbcafc9f8ff023b7321bc,1,-0.205206
All leagues | Away,0xb0d02045553106876daed3bd4549eaa60bf0cb71b5df6ffb2dc0bad94848c24a,101,-45.986218
All leagues | Away,0xb0db35225189d3944b1b557a011ccea69dedb6cd1a9c5340f8292e74b2bc7ed4,3,2.027256
All leagues | Away,0xb10980a4e2699225a50ee6433bf9845a0e66bb713cf8aa482066df7a9d604109,20,-8.167764
All leagues | Away,0xb13083a7590728820c295ec8633f90b61db11427eff65c54735ced5f4de22c9b,10,-4.815834
All leagues | Away,0xb135b856c620ba8fbdda9f701f7d053bb8398b56d6ecbc19d009da94a181ea06,24,-13.085430
All leagues | Away,0xb14c55c3f47e59f7a765e8ab8af59e06e938afc85118d56a1788bf1d58d77f94,4,1.500000
All leagues | Away,0xb155c59a07f8bb1d4806e1cc51a4156ed0f0d163102b63c24ad4e973775ceb65,27,13.437612
All leagues | Away,0xb158eb0b5fa64ee038838c353429d5845c9efaae3e25ccdc42b6e89eeaa4e1ca,1,-0.460000
All leagues | Away,0xb166d82dfb109cd3502f44bab4da47ecf86cd6bc0fc302abfd1ed8fda41468bb,4,0.800000
All leagues | Away,0xb16fe5b3db23336a64193f4724af38294775bf17f79bf2d513a3093c77d9933a,50,5.504063
All leagues | Away,0xb17a25f289d2fa2cd8320e3776016ccc0eefe5bfa9a00c857d6bec621db4d407,38,-20.130850
All leagues | Away,0xb17d08eb7e24005d5e1b6ad6b1a803cad178a3019a463a1e1f60dbb34b721c88,15,6.000910
All leagues | Away,0xb1982409546e7f291f9d4d496e64b5d6cafbefc630b9ab884528467b6ffbfac6,6,-3.226286
All leagues | Away,0xb199b50c41036d63dbf69a754810f580daf37cfdcaa0ff16c9f7d9e8c2f6eb24,160,69.915259
All leagues | Away,0xb1a0c0e3c5ebe6fcd3fb541efabc01bdc977d6938a2e6112b3a7514538383a5a,185,77.356531
All leagues | Away,0xb1a759fde6deffc1c9471e9ed4b4044e7392daf63b3cb3c3b869ada20e891e18,1,-0.094480
All leagues | Away,0xb1bb6d59f4e5b1a398b6b9d2b3d1d88a1cc3fda0821688fdd5f869dbb3b9c4dd,39,18.056917
All leagues | Away,0xb1f8c5043264ddb6231c7a262515aded31c4f7b3dde356eeaa239f169d186f9d,7,-3.464912
All leagues | Away,0xb222f3976ed14568e69d322b6e0190f57ff11603c5b13ddd3fcdc7656f9861a4,29,7.758065
All leagues | Away,0xb232f60f61ae33f5d0311e778c8d7114dbdcce5e5d0ead96bd1f226328b9a2c6,15,3.831605
All leagues | Away,0xb2477c185fd685fe1c4cc3efdfb69d29d97363294ba093d8424bc3fc11caf035,5,0.718867
All leagues | Away,0xb2509dd7f349b7e01101500f916a86df79ac1580c74fba7f456a5eefdaa76764,16,-6.926791
All leagues | Away,0xb276c7882ec467145a450fd42182502d86b8f78dd917b296d33b6e80132076a3,16,6.127525
All leagues | Away,0xb288103f4ef069fc13b9b0bc05345687261f1c0ad0477d465eafe40ef5cf6f14,1,-0.420000
All leagues | Away,0xb2886d6f21902890b4deb231350a43815b14ea490362a554d7b9d039c5e50c41,3,-1.710715
All leagues | Away,0xb2b937174fa5cd0184c921a2af822bfc968683a55ce4c6b482bcef3c15876b2d,11,-5.874489
All leagues | Away,0xb2c5e24d5fc75b10f3e592e51ce9c41efa38d1d4725655dd2bfb1aac53226267,53,23.413468
All leagues | Away,0xb2e14e405d3ceb259d29bc96b58f14aed47129af92dd6c5a0229e1fd39f12380,32,-17.683759
All leagues | Away,0xb3045d48549760ca413921805ca01dc6cecf4d9da4c5d5ff0050406e4dac9115,2,0.240046
All leagues | Away,0xb31de4958c58d17c1e0b27ee4e58e9e97560c1936e293ce52eacd89ca445b145,5,-2.330000
All leagues | Away,0xb33738a94d2509503edeee1e077f7001f070e9acdb654962c3d5d9eb7ad72100,17,-8.680000
All leagues | Away,0xb360db111b8fe883c20ae92a0a3e79d607044a7a0c89399f50e672acaa824691,9,4.364838
All leagues | Away,0xb3879cf97d1c72461025f2b7fd93bf7c5b7fde5591e1542758243975c41b28a8,18,6.184448
All leagues | Away,0xb38a8e90ddde78681a6c25e43336bf96a68ac13c90a0c1bb67f2c5c6e189d3b6,10,-4.160000
All leagues | Away,0xb3948e659f3160e9de903dab559f014fade4f3a9eb46d92016e29fcce10228f2,1,-0.304464
All leagues | Away,0xb3994763c19cc41c329430af07f902ee95a339acbfbfff0065148f350097ca0d,4,-2.662569
All leagues | Away,0xb3a40e1e7abeab732ed3691d992f49b50d69d09643650710f9b4f7063b50fbae,22,9.510301
All leagues | Away,0xb3b27ec453ad23429c195e8ad0d97f80429eb9356ac50557ba6ebb0bb11f6170,2,-1.090000
All leagues | Away,0xb3d6f987b056ba304a306fda19638b5ad102436bfdcdccab666031088af0e292,10,3.531621
All leagues | Away,0xb3d8611a37297d53401111fce7b5d7bcb306e68ea3127ac2aa7abdb86389c5ca,7,-3.303331
All leagues | Away,0xb3ec7ecc222671e11e9abe80f140a74aaf25a6a82b577262dca53f845dbde400,3,1.210909
All leagues | Away,0xb3ffa74d46d4f6329a448d7bd7cfe55cc6e1c1f55b828c8bed6b02f13195d114,6,-2.858543
All leagues | Away,0xb43134b6924e8bdb4b67e662c0f8fafb1374ecb762502f0b25f893dbcc2a20ea,1,0.174059
All leagues | Away,0xb43d51166d4c5ac3ec99cdc8b4d0edeb087fc61d7dfecc43b7508f99395828b7,1,-0.639929
All leagues | Away,0xb4404634263da742681b88c3f3b7009a4d9138d5fe8676c27020b5f6c6ebe181,3,-1.220000
All leagues | Away,0xb4528250bfbecacd1da31cd9dac28d32077c66cc921a8598da6b8e4265144507,5,-2.440000
All leagues | Away,0xb477ae770a67625d6897e52343b4adff5e4ec2d9b6dadd74d99ab7f1c157fb31,5,-1.390000
All leagues | Away,0xb49b11f76431803c0d7b3903f900d19f5db710493a7d4ce5ad8d4b4c2770a482,10,-4.401032
All leagues | Away,0xb4ac2a4e88e8b1a0de0387d5b908f16b9e5bb7909f702cf2d45eab1479d7820f,16,-10.017587
All leagues | Away,0xb4ae362d6fcf1a41491f638b2637fcc150867ac79c0bfe475a8da3021b4b8b15,4,1.152197
All leagues | Away,0xb4bc7da141c348d6e5f37173bd888a92f9d93e2735e2ef0b20bb9db4ceb400fa,1,0.389818
All leagues | Away,0xb4d769ecb29fc7dcf80476519ac667b7e776e6ec09b372cb83eb9857f59a840f,1,0.030000
All leagues | Away,0xb504b972fdfc509b95105bf7b2d919191f06fa19f487a953297b3d21ccf0cef4,7,3.140000
All leagues | Away,0xb52f693920f9ed1b2550f20fe88e2bb4c2b70222222838939464497912657ff0,1,0.170000
All leagues | Away,0xb53f3010c9962c0652a065b6626f8c80da1e6225dfaa9838eeef3747df59f095,11,-6.275891
All leagues | Away,0xb540de240cbd20009192ba70575c23af5d24e253864891a9150b9691889a35d5,34,13.413496
All leagues | Away,0xb545067075fffeccf7cf49a4e1bbba54fde879c80c1eab4d97ff0f81705f0bab,2,0.516901
All leagues | Away,0xb56bc35aa6debdc1b1f53a32521a736939c3e429328bfef3c5fdccb0f5ada138,4,-2.112989
All leagues | Away,0xb56c0163267ce2fa9041329cf2d350a19198cb70409ed821e01441f5d156dbdd,1,-0.300000
All leagues | Away,0xb57197cf8210c865e0c77c6869b8462900a8d95d07b4e77376d0956a5ab72e41,28,16.831410
All leagues | Away,0xb5790d86556c53956f9cabf9b8f36bddfd49918b175358fe13941645e138bff7,3,1.540000
All leagues | Away,0xb58734b90e1660c90217c8e2509dfcfda7b3d2d065b4d36e3a0fe4ab80628681,17,6.918843
All leagues | Away,0xb592a188c55cf9d91db46a09f8642c6e1e0557cb6c803936e9370ace09ef6d0a,7,-2.460000
All leagues | Away,0xb5af4e14e162704c4d132a06ffd02ca245738e28d66f37f97623c3c75b96b14c,1,0.058597
All leagues | Away,0xb5e4f3c6c431ffeac60023768a0e8b8e1abf7d7dd96982b669a456fca763b76f,6,1.769651
All leagues | Away,0xb5f93fca04b39493314e640649d46113aa0e0bc18a60efb27b7e1883386e3870,11,-6.259204
All leagues | Away,0xb635c84f8dc9c9ddcafac80228ba2b1c8ea6da54bb5209bf4765ddabefe06a11,26,-12.869177
All leagues | Away,0xb6383e151dc3bf7ae92c4bb554c0f55efa42e3ec98e5c8e8e7da89267419d59e,18,9.852182
All leagues | Away,0xb64d251274feee9848bc37d2419916725894f5c4121e50436e46cd21dba978b7,6,-2.542752
All leagues | Away,0xb64f0ee76137ad6424a2f2efc73d09d4fc0f2b3bb749a59e614d15d6f2627be9,1,-0.410000
All leagues | Away,0xb6543fe370d7fd8cec63fcf47b7ed14bbcd58b22ba5e2d0e04c8a6fbe05cafde,21,8.229760
All leagues | Away,0xb65d98226a81dc3bf6492058bed4c1cae550c3896cd02e4b8b27d9ba0fa8fbd4,3,-0.810000
All leagues | Away,0xb66612b768674abf209f65023fd352308a64e286841c33e124823cdec9951893,9,-3.773619
All leagues | Away,0xb66824394243798d400ec01cdfc16739b7c4655f74b567f354c691895d2c40ab,24,12.934092
All leagues | Away,0xb66916af70c1c1453414d381069ebcd138041d4dc198fc18bb0e523cf672aef1,1,0.140000
All leagues | Away,0xb670960ff26406b8f018cc547622c1d9f2faf34972730267d957674b5aa320c7,1,-0.350238
All leagues | Away,0xb67b70239dbcf34f6c9f119bd1efd8d7a1f3c8c11c3ec4669ec3cc0072af484c,3,0.928000
All leagues | Away,0xb680319561cc16a1da7a10970cb810b8c410be100a47fab38e9c0f0356c8a187,16,4.321924
All leagues | Away,0xb6dbbd034d67b028a5acc8246b51affaa5c6fc2ce94a4593cfde55af354306b4,15,-8.597461
All leagues | Away,0xb6dd86f20f38711319cd3d315219e9bfbe117f34e1cb58ed4ad974287b6b5bad,1,-0.350000
All leagues | Away,0xb7067fee0ea51a41ec92d4f7b07bb1600540b32bb0221302b4015e692ce852ed,1,-0.229892
All leagues | Away,0xb711422b7c203e7bfac5b34969cd5a4069a2471be14a5cb817e4d2b7894489bb,5,2.196658
All leagues | Away,0xb71f627ef32b3b358419cba028824cebdbc54534780c7ed4db8583f68542130c,27,-15.329845
All leagues | Away,0xb7257ce13bfb71f548d9eecf12e2a68b633de0a18a854ca66ff309415139e916,2,0.541032
All leagues | Away,0xb735d67ec0d26547a913e3d29e3336c32b750d21808aa4d9179f3ba1c0e7034b,13,5.560000
All leagues | Away,0xb73c908b629cd56daebfbb731dceb002a1751e04dd9a2930e5559dd08aa81416,9,-4.071090
All leagues | Away,0xb74483c33ae08dd756abaae761e129fb321f4ac7f3b128043e4948983f6e32db,8,2.920000
All leagues | Away,0xb75a73ddf94b74666787b3433650fe1d10fd0d42450c81f8accb708e032c3848,3,-1.355923
All leagues | Away,0xb77a90106dc0cfa6420c2a38d760729a46b5b6455ce461ac8b7c4a1e90ea6de5,102,39.649384
All leagues | Away,0xb7892f8e64d30d763c35328639b9db6326a97998392acaafe5a4191a92218cb0,17,6.002734
All leagues | Away,0xb7a51408f57edc83f34ed1ebf74a20c9b7cf6768d3f873774c36afc7ae6be52b,12,-6.454132
All leagues | Away,0xb7b64111bed2d635e9e64b087c0d3a6f5791be9e3586f09f41f9b933e12a74d8,1,0.560000
All leagues | Away,0xb7bd9bed2890a4b976e028e02a28aa38726921497cb596f23d9422a8b5890f69,29,-17.659696
All leagues | Away,0xb7cbbb1ae06d551cc95a17840350dda741d6f88aa5005d1a5a4e49f5de800980,2,-1.140000
All leagues | Away,0xb7d751a6a47f2d51a6d85b95aa26ccba8bfcc14b841daaac2cfb83fadead1e56,4,-1.818325
All leagues | Away,0xb7df7a048c17236aa9252cff502b90e4fdeb4c0311154c7784a0c18c1c06f790,14,-7.269997
All leagues | Away,0xb7ec3539aa3090dfa6bf93bb8f08096e5f74e53aee68e2b148d01876aea744f2,1,-0.060610
All leagues | Away,0xb8340b29c01c14c80c4c139cda420c7c50d634055897fff7190700cc734de8b3,8,-2.229330
All leagues | Away,0xb841e986cd07605588527c5410edfffa9b6fec3f420798607054ac1a075e3e4d,1,0.698050
All leagues | Away,0xb85954b3e5136c23e56c1bb90a558be961f0e72d42d10391afaceec619cdde70,4,2.200000
All leagues | Away,0xb8633de421dfdf5ea9b5dc45faaffdf9e98695cd566e6742729202638b7fe478,98,36.399667
All leagues | Away,0xb8692f99e82aa17e829304b4ad33f823e92e507cf4b3af90ef823802a25a894a,2,-0.120000
All leagues | Away,0xb86da2c046d9cae057d2c7897981165a56f8375b5723e3e1f8f4496034554c9e,9,3.402020
All leagues | Away,0xb8724de28f0dcdb71b55abc89f54a5788f7d7fc364160ec6a45b941d5c332988,135,-51.589379
All leagues | Away,0xb889fc590a72dac1d6078a73d97dda7adc10831237b8b8de73f58c6fb5c8478f,45,16.947447
All leagues | Away,0xb8c2951f82cdf1fa3f3899653d7af929d19ab3820644afd088c317fd713df392,1,0.470000
All leagues | Away,0xb8c8d2d58b741998b3a0ffe11e21a8eaa7a36ecd1108e33ef52507057d0580b3,17,-8.592141
All leagues | Away,0xb8dd12575cdd8874b8d9402a4362fbc57e6af3f2b838efeb9e0329f5d9cc8c9e,26,5.173878
All leagues | Away,0xb8ed1397695ee0da5407571b99421c2f0e74fb0eb905e7e035fdf2fa08dd957a,26,11.999914
All leagues | Away,0xb8ef38cd7a8454b8f74f8f201625f2facf69e6d48e87cb9842b8d36012000c92,8,4.460000
All leagues | Away,0xb8fe90189467f0ae14faf91b8c402c27195ced8c58e75fd3a15fc154e9fcc8ab,3,-0.880000
All leagues | Away,0xb8fee9fca38c0309c1c4ac8aae7f97571d27b55a5bd204a4dac84af4fcb5520e,2,-0.720000
All leagues | Away,0xb90b2f8393c87a357d5661790febd887905ec22d03f6ede2c27b53c057e51e43,1,-0.560000
All leagues | Away,0xb917a2eaf809c7857628458274f5916f72dec71bd9e1e38e2d068356690e6353,19,-12.240514
All leagues | Away,0xb919777c92212f3a7ff07a6e77568162657229d9a9cff0595d0b3379671ecbc4,3,1.188774
All leagues | Away,0xb91b72e38599d3e5e44c68f1757502c780be3e51f2ecda26428b402c1c0d118d,2,1.360000
All leagues | Away,0xb91bcf97aed2a45f079de5a8683035e8505562523bc2b643518175ee11fb7bed,21,-9.187376
All leagues | Away,0xb93e407b1c3ca64f7546cfa1720a254ddea7c9f0d2c6b813a7a0fb5993097da8,1,-0.470000
All leagues | Away,0xb940a4d630a6d79b5d6a18dd3c701d94f49b19c2531370d7e077f130562bb137,4,-1.675302
All leagues | Away,0xb94639b167e24b6ab0caac746d383ca4500dc656c083b249097f0fa71f6ab5c7,1,0.680000
All leagues | Away,0xb954253825f36c639592eee34d707d99cdf9e646f557e349b30f967f9d0142c5,1,-0.390508
All leagues | Away,0xb967ce94cba25a03e669d478baf5e42053c451a0fce0527877596e8af655093f,7,3.095132
All leagues | Away,0xb97483fa53c0c94ed16704f19f449381bcd1dd3aa740e8e455f07cb47ee3a82c,2,-1.040000
All leagues | Away,0xb9794ba9065a0a527d01167bc4be101ad7713c995fd5a1da9d1ef68032e74f41,18,9.109474
All leagues | Away,0xb9a020f70f556cf78dc34ea433c610585cd80f0ba3e110ac22d5c24653e6ec56,5,-2.294423
